shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
9990999,35.1654723465755,33.3633557339121,82
9990999,35.1661609609674,33.3622497285024,83
9990999,35.1662243427101,33.3621621624996,84
9990999,35.1663420889928,33.3619869901288,85
9990999,35.1664235701779,33.3618775420923,86
9990999,35.1666318139922,33.3615929602091,87
9990999,35.1669941975402,33.3610235529749,88
9990999,35.1681068186776,33.3598425076293,89
9990999,35.1688121661228,33.3591647785571,90
9990999,35.1683372554788,33.3581524227585,91
9990999,35.168229959947,33.3578444799617,92
9990999,35.1678179631584,33.3568983004722,93
9990999,35.16745072128,33.3560621360481,94
9990999,35.1671908724948,33.3555009715587,95
9990999,35.1672999142121,33.3552159393073,96
9990999,35.1675443070546,33.3548985512173,97
9990999,35.1682564906113,33.354956551314,98
9990999,35.1692481371839,33.3550377297234,99
9990999,35.169933462535,33.3550297272966,100
9990999,35.1702111216426,33.355667856713,101
9990999,35.1702468672302,33.355777826641,102
9990999,35.1704622429807,33.3561301713985,103
9990999,35.1708577316936,33.3565601747066,104
9990999,35.1708301956991,33.3567247770728,105
9990999,35.1707755760927,33.3569002424795,106
9990999,35.170557613685,33.3574264005202,107
9990999,35.1702659217202,33.358490322627,108
9990999,35.1701213895316,33.3585775395295,109
9990999,35.1693996384753,33.3587061467075,110
9990999,35.1688121661228,33.3591647785571,111
9990999,35.1681068186776,33.3598425076293,112
9990999,35.1669941975402,33.3610235529749,113
9990999,35.1666318139922,33.3615929602091,114
9990999,35.1664235701779,33.3618775420923,115
9990999,35.1663420889928,33.3619869901288,116
9990999,35.1662243427101,33.3621621624996,117
9990999,35.1661609609674,33.3622497285024,118
9990999,35.1654723465755,33.3633557339121,119
9990999,35.1645239121816,33.3639005481743,120
9990999,35.1628784531685,33.3653426360297,121
9990999,35.1625795000624,33.3658024756557,122
9990999,35.1622533613808,33.366306111439,123
9990999,35.161854751993,33.3669192207828,124
9990999,35.1616823640467,33.3672698152785,125
9990999,35.1615009913926,33.3676093876204,126
9990999,35.1611920782698,33.36837661207,127
9990999,35.1609278773065,33.3692648145735,128
9990999,35.1607074122474,33.3705924149975,129
9990999,35.1604062176724,33.371776899452,130
9990999,35.1601798485497,33.3720833113246,131
9990999,35.1597189688292,33.3724106127178,132
9990999,35.1588612382833,33.3727690398029,133
9990999,35.1579672694608,33.3731821928145,134
9990999,35.1575698103977,33.3734109516944,135
9990999,35.1571271642299,33.3736724407201,136
9990999,35.1564852956744,33.3742075045565,137
9990999,35.1558433228596,33.3747754979948,138
9990999,35.1555721669251,33.3749828639503,139
9990999,35.1550393811486,33.3752329448866,140
9990999,35.1545613092199,33.3752856463822,141
9990999,35.1542727986623,33.3752733422505,142
9990999,35.1536691004159,33.375127840688,143
9990999,35.1533808277053,33.3750386843029,144
9990999,35.153299742495,33.3750163539309,145
9990999,35.153002418686,33.3749381359339,146
9990999,35.152885333312,33.3748936824537,147
9990999,35.1518492587397,33.3746034774704,148
9990999,35.1509029124981,33.3744564155379,149
9990999,35.1489557099334,33.3742937953778,150
9990999,35.1483606200476,33.3742800920185,151
9990999,35.1481622454353,33.3742791837175,152
9990999,35.1471523043072,33.3742855379378,153
9990999,35.1468637932663,33.3742732386935,154
9990999,35.1462958559789,33.3742267256821,155
9990999,35.1456559179517,33.3741359713417,156
9990999,35.1445473651069,33.3739552507118,157
9990999,35.1437175607854,33.3740283001525,158
9990999,35.1426617880489,33.3742759576569,159
9990999,35.1422557162212,33.3743728977191,160
9990999,35.141696286814,33.3744910896358,161
9990999,35.1404960025905,33.3748149149361,162
9990999,35.1401081001343,33.3748680236806,163
9990999,35.1393866350677,33.3748976479846,164
9990999,35.1386290677836,33.374938083468,165
9990999,35.1381601476446,33.3749469105421,166
9990999,35.1377183465219,33.3749339077879,167
9990999,35.1372766811948,33.3748769978603,168
9990999,35.1365737591373,33.3747420528706,169
9990999,35.1360692118416,33.3746080189387,170
9990999,35.1350784897438,33.3742302732673,171
9990999,35.1345474325698,33.373920497787,172
9990999,35.1336205037712,33.373323529001,173
9990999,35.1332877178607,33.3730475986252,174
9990999,35.1327032975346,33.3724961142234,175
9990999,35.1319395099632,33.3716255101094,176
9990999,35.1315084400825,33.371052788284,177
9990999,35.1307010976286,33.3696771122808,178
9990999,35.1298761720176,33.3681477202771,179
9990999,35.129526205629,33.3675863716473,180
9990999,35.1290594799893,33.3668708414875,181
9990999,35.1285473330785,33.3662648744088,182
9990999,35.1279181598383,33.3655925374141,183
9990999,35.1276573929937,33.3653499065792,184
9990999,35.1267939027766,33.3646326371117,185
9990999,35.1262629517243,33.3642790541068,186
9990999,35.1257229165836,33.363947386197,187
9990999,35.1248944987294,33.3635595643395,188
9990999,35.123660574117,33.3630821491095,189
9990999,35.122380839353,33.3628459953388,190
9990999,35.1212088818824,33.3627529996527,191
9990999,35.1209384023239,33.3627408257576,192
9990999,35.1203160923754,33.3627819659477,193
9990999,35.1190890463869,33.3630179662676,194
9990999,35.118394237876,33.3631795009785,195
9990999,35.1177080513628,33.3634727637072,196
9990999,35.1168593918838,33.3638201706642,197
9990999,35.1162091731622,33.3641465051555,198
9990999,35.1151977750135,33.3646358365488,199
9990999,35.1141773577068,33.3651251157175,200
9990999,35.1133999693792,33.3657581276532,201
9990999,35.1132823167149,33.365900260973,202
9990999,35.1131555805225,33.3660643007773,203
9990999,35.1130290430045,33.3661624985209,204
9990999,35.1128665033595,33.3662385874255,205
9990999,35.112749281204,33.3662380629224,206
9990999,35.1125419876077,33.3662042143825,207
9990999,35.1123440093618,33.3660716448539,208
9990999,35.1122272510207,33.3659174918123,209
9990999,35.1121734796649,33.3658075151736,210
9990999,35.1121024020638,33.3654560417982,211
9990999,35.1121389334731,33.3653025742024,212
9990999,35.1121938954463,33.3650175051412,213
9990999,35.1123117122268,33.3648205049311,214
9990999,35.1124654980282,33.3646565853798,215
9990999,35.1125477406252,33.3642948204478,216
9990999,35.1126393615638,33.3638123859023,217
9990999,35.1126178618269,33.361957737294,218
9990999,35.1125663119405,33.3611015622704,219
9990999,35.1125140383327,33.3604868059362,220
9990999,35.112300853738,33.3593994761583,221
9990999,35.1115186747737,33.3555553023006,222
9990999,35.1113657380201,33.3554339292505,223
9990999,35.1111589879493,33.3552135616215,224
9990999,35.1110972820332,33.3547304604645,225
9990999,35.1111968875111,33.3545882366182,226
9990999,35.1112692168993,33.3545227088825,227
9990999,35.1115129032871,33.3544469495135,228
9990999,35.1116748902323,33.3545573865833,229
9990999,35.1118189391765,33.35463482562,230
9990999,35.112143490629,33.3546581790065,231
9990999,35.1129910980989,33.3546618516374,232
9990999,35.1137119522396,33.3548405565621,233
9990999,35.1139551568937,33.3549294018945,234
9990999,35.1143873990874,33.3551288070012,235
9990999,35.1150892849249,33.3556256834585,236
9990999,35.1151792949008,33.355680944731,237
9990999,35.1152964205431,33.3557143758874,238
9990999,35.1154136749873,33.3557039114428,239
9990999,35.1154949254465,33.3556713423442,240
9990999,35.1155850320002,33.3556936821022,241
9990999,35.1156660248403,33.3557489045938,242
9990999,35.1157288546123,33.3558479446594,243
9990999,35.115701255533,33.3560343844098,244
9990999,35.115637716775,33.3561767712283,245
9990999,35.1155378513816,33.3564067923173,246
9990999,35.1155278658829,33.3567359712161,247
9990999,35.1155072125392,33.3576247813831,248
9990999,35.1155029303209,33.3590733406205,249
9990999,35.1147904824868,33.3591031368653,250
9990999,35.1138529322645,33.3590222064024,251
9990999,35.1123910897674,33.359377925052,252
