trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
11747448,07:05:00,07:05:00,322,6,0,0
11747448,07:07:00,07:07:00,3,7,0,0
11747448,07:09:00,07:09:00,7842,8,0,0
11747448,07:09:00,07:09:00,321,9,0,0
11747448,07:11:00,07:11:00,325,10,0,0
11747448,07:14:00,07:14:00,332,11,0,0
11747448,07:15:00,07:15:00,334,12,0,0
11747448,07:15:00,07:15:00,336,13,0,0
11747448,07:17:00,07:17:00,338,14,0,0
11747448,07:18:00,07:18:00,340,15,0,0
11747448,07:34:00,07:34:00,7840,16,0,0
11747449,07:45:00,07:45:00,7840,0,0,0
11747449,07:57:00,07:57:00,339,1,0,0
11747449,07:59:00,07:59:00,337,2,0,0
11747449,08:01:00,08:01:00,335,3,0,0
11747449,08:02:00,08:02:00,333,4,0,0
11747449,08:05:00,08:05:00,326,5,0,0
11747449,08:08:00,08:08:00,322,6,0,0
11747449,08:10:00,08:10:00,3,7,0,0
11747449,08:12:00,08:12:00,7842,8,0,0
11747449,08:12:00,08:12:00,321,9,0,0
11747449,08:14:00,08:14:00,325,10,0,0
11747449,08:17:00,08:17:00,332,11,0,0
11747449,08:18:00,08:18:00,334,12,0,0
11747449,08:18:00,08:18:00,336,13,0,0
11747449,08:20:00,08:20:00,338,14,0,0
11747449,08:21:00,08:21:00,340,15,0,0
11747449,08:37:00,08:37:00,7840,16,0,0
11747450,09:00:00,09:00:00,7840,0,0,0
11747450,09:10:00,09:10:00,339,1,0,0
11747450,09:11:00,09:11:00,337,2,0,0
11747450,09:13:00,09:13:00,335,3,0,0
11747450,09:14:00,09:14:00,333,4,0,0
11747450,09:17:00,09:17:00,326,5,0,0
11747450,09:18:00,09:18:00,322,6,0,0
11747450,09:20:00,09:20:00,3,7,0,0
11747450,09:22:00,09:22:00,7842,8,0,0
11747450,09:22:00,09:22:00,321,9,0,0
11747450,09:24:00,09:24:00,325,10,0,0
11747450,09:26:00,09:26:00,332,11,0,0
11747450,09:27:00,09:27:00,334,12,0,0
11747450,09:27:00,09:27:00,336,13,0,0
11747450,09:28:00,09:28:00,338,14,0,0
11747450,09:30:00,09:30:00,340,15,0,0
11747450,09:43:00,09:43:00,7840,16,0,0
11747451,10:40:00,10:40:00,7840,0,0,0
11747451,10:50:00,10:50:00,339,1,0,0
11747451,10:51:00,10:51:00,337,2,0,0
11747451,10:53:00,10:53:00,335,3,0,0
11747451,10:54:00,10:54:00,333,4,0,0
11747451,10:57:00,10:57:00,326,5,0,0
11747451,10:58:00,10:58:00,322,6,0,0
11747451,11:00:00,11:00:00,3,7,0,0
11747451,11:02:00,11:02:00,7842,8,0,0
11747451,11:02:00,11:02:00,321,9,0,0
11747451,11:04:00,11:04:00,325,10,0,0
11747451,11:06:00,11:06:00,332,11,0,0
11747451,11:07:00,11:07:00,334,12,0,0
11747451,11:08:00,11:08:00,336,13,0,0
11747451,11:09:00,11:09:00,338,14,0,0
11747451,11:10:00,11:10:00,340,15,0,0
11747451,11:24:00,11:24:00,7840,16,0,0
11747452,12:20:00,12:20:00,7840,0,0,0
11747452,12:30:00,12:30:00,339,1,0,0
11747452,12:31:00,12:31:00,337,2,0,0
11747452,12:33:00,12:33:00,335,3,0,0
11747452,12:34:00,12:34:00,333,4,0,0
11747452,12:37:00,12:37:00,326,5,0,0
11747452,12:38:00,12:38:00,322,6,0,0
11747452,12:40:00,12:40:00,3,7,0,0
11747452,12:42:00,12:42:00,7842,8,0,0
11747452,12:42:00,12:42:00,321,9,0,0
11747452,12:44:00,12:44:00,325,10,0,0
11747452,12:46:00,12:46:00,332,11,0,0
11747452,12:47:00,12:47:00,334,12,0,0
11747452,12:48:00,12:48:00,336,13,0,0
11747452,12:49:00,12:49:00,338,14,0,0
11747452,12:50:00,12:50:00,340,15,0,0
11747452,13:04:00,13:04:00,7840,16,0,0
11747453,13:20:00,13:20:00,7840,0,0,0
11747453,13:30:00,13:30:00,339,1,0,0
11747453,13:31:00,13:31:00,337,2,0,0
11747453,13:33:00,13:33:00,335,3,0,0
11747453,13:34:00,13:34:00,333,4,0,0
11747453,13:37:00,13:37:00,326,5,0,0
11747453,13:38:00,13:38:00,322,6,0,0
11747453,13:40:00,13:40:00,3,7,0,0
11747453,13:42:00,13:42:00,7842,8,0,0
11747453,13:42:00,13:42:00,321,9,0,0
11747453,13:44:00,13:44:00,325,10,0,0
11747453,13:46:00,13:46:00,332,11,0,0
11747453,13:47:00,13:47:00,334,12,0,0
11747453,13:48:00,13:48:00,336,13,0,0
11747453,13:49:00,13:49:00,338,14,0,0
11747453,13:50:00,13:50:00,340,15,0,0
11747453,14:04:00,14:04:00,7840,16,0,0
11747454,14:28:00,14:28:00,7840,0,0,0
11747454,14:39:00,14:39:00,339,1,0,0
11747454,14:40:00,14:40:00,337,2,0,0
11747454,14:42:00,14:42:00,335,3,0,0
11747454,14:43:00,14:43:00,333,4,0,0
11747454,14:46:00,14:46:00,326,5,0,0
11747454,14:48:00,14:48:00,322,6,0,0
11747454,14:50:00,14:50:00,3,7,0,0
11747454,14:52:00,14:52:00,7842,8,0,0
11747454,14:52:00,14:52:00,321,9,0,0
11747454,14:54:00,14:54:00,325,10,0,0
11747454,14:57:00,14:57:00,332,11,0,0
11747454,14:58:00,14:58:00,334,12,0,0
11747454,14:59:00,14:59:00,336,13,0,0
11747454,15:00:00,15:00:00,338,14,0,0
11747454,15:02:00,15:02:00,340,15,0,0
11747454,15:19:00,15:19:00,7840,16,0,0
11747455,06:54:00,06:54:00,7840,0,0,0
11747455,07:06:00,07:06:00,339,1,0,0
11747455,07:08:00,07:08:00,337,2,0,0
11747455,07:10:00,07:10:00,335,3,0,0
11747455,07:11:00,07:11:00,333,4,0,0
11747455,07:14:00,07:14:00,326,5,0,0
11747455,07:17:00,07:17:00,322,6,0,0
11747455,07:19:00,07:19:00,3,7,0,0
11747455,07:21:00,07:21:00,7842,8,0,0
11747455,07:21:00,07:21:00,321,9,0,0
11747455,07:23:00,07:23:00,325,10,0,0
11747455,07:26:00,07:26:00,332,11,0,0
11747455,07:27:00,07:27:00,334,12,0,0
11747455,07:28:00,07:28:00,336,13,0,0
11747455,07:29:00,07:29:00,338,14,0,0
11747455,07:31:00,07:31:00,340,15,0,0
11747455,07:48:00,07:48:00,7840,16,0,0
11747456,08:00:00,08:00:00,7840,0,0,0
11747456,08:12:00,08:12:00,339,1,0,0
11747456,08:14:00,08:14:00,337,2,0,0
11747456,08:16:00,08:16:00,335,3,0,0
11747456,08:17:00,08:17:00,333,4,0,0
11747456,08:20:00,08:20:00,326,5,0,0
11747456,08:23:00,08:23:00,322,6,0,0
11747456,08:25:00,08:25:00,3,7,0,0
11747456,08:27:00,08:27:00,7842,8,0,0
11747456,08:27:00,08:27:00,321,9,0,0
11747456,08:29:00,08:29:00,325,10,0,0
11747456,08:32:00,08:32:00,332,11,0,0
11747456,08:33:00,08:33:00,334,12,0,0
11747456,08:33:00,08:33:00,336,13,0,0
11747456,08:35:00,08:35:00,338,14,0,0
11747456,08:36:00,08:36:00,340,15,0,0
11747456,08:52:00,08:52:00,7840,16,0,0
11747457,10:00:00,10:00:00,7840,0,0,0
11747457,10:10:00,10:10:00,339,1,0,0
11747457,10:11:00,10:11:00,337,2,0,0
11747457,10:13:00,10:13:00,335,3,0,0
11747457,10:14:00,10:14:00,333,4,0,0
11747457,10:17:00,10:17:00,326,5,0,0
11747457,10:18:00,10:18:00,322,6,0,0
11747457,10:20:00,10:20:00,3,7,0,0
11747457,10:22:00,10:22:00,7842,8,0,0
11747457,10:22:00,10:22:00,321,9,0,0
11747457,10:24:00,10:24:00,325,10,0,0
11747457,10:26:00,10:26:00,332,11,0,0
11747457,10:27:00,10:27:00,334,12,0,0
11747457,10:28:00,10:28:00,336,13,0,0
11747457,10:29:00,10:29:00,338,14,0,0
11747457,10:30:00,10:30:00,340,15,0,0
11747457,10:44:00,10:44:00,7840,16,0,0
11747458,11:40:00,11:40:00,7840,0,0,0
11747458,11:49:00,11:49:00,339,1,0,0
11747458,11:50:00,11:50:00,337,2,0,0
11747458,11:52:00,11:52:00,335,3,0,0
11747458,11:52:00,11:52:00,333,4,0,0
11747458,11:55:00,11:55:00,326,5,0,0
11747458,11:57:00,11:57:00,322,6,0,0
11747458,11:58:00,11:58:00,3,7,0,0
11747458,12:00:00,12:00:00,7842,8,0,0
11747458,12:00:00,12:00:00,321,9,0,0
11747458,12:02:00,12:02:00,325,10,0,0
11747458,12:04:00,12:04:00,332,11,0,0
11747458,12:05:00,12:05:00,334,12,0,0
11747458,12:05:00,12:05:00,336,13,0,0
11747458,12:06:00,12:06:00,338,14,0,0
11747458,12:08:00,12:08:00,340,15,0,0
11747458,12:21:00,12:21:00,7840,16,0,0
11747459,13:40:00,13:40:00,7840,0,0,0
11747459,13:50:00,13:50:00,339,1,0,0
11747459,13:51:00,13:51:00,337,2,0,0
11747459,13:53:00,13:53:00,335,3,0,0
11747459,13:54:00,13:54:00,333,4,0,0
11747459,13:57:00,13:57:00,326,5,0,0
11747459,13:58:00,13:58:00,322,6,0,0
11747459,14:00:00,14:00:00,3,7,0,0
11747459,14:02:00,14:02:00,7842,8,0,0
11747459,14:02:00,14:02:00,321,9,0,0
11747459,14:04:00,14:04:00,325,10,0,0
11747459,14:06:00,14:06:00,332,11,0,0
11747459,14:07:00,14:07:00,334,12,0,0
11747459,14:08:00,14:08:00,336,13,0,0
11747459,14:09:00,14:09:00,338,14,0,0
11747459,14:10:00,14:10:00,340,15,0,0
11747459,14:24:00,14:24:00,7840,16,0,0
11747460,14:40:00,14:40:00,7840,0,0,0
11747460,14:52:00,14:52:00,339,1,0,0
11747460,14:54:00,14:54:00,337,2,0,0
11747460,14:55:00,14:55:00,335,3,0,0
11747460,14:56:00,14:56:00,333,4,0,0
11747460,15:00:00,15:00:00,326,5,0,0
11747460,15:02:00,15:02:00,322,6,0,0
11747460,15:04:00,15:04:00,3,7,0,0
11747460,15:06:00,15:06:00,7842,8,0,0
11747460,15:06:00,15:06:00,321,9,0,0
11747460,15:08:00,15:08:00,325,10,0,0
11747460,15:11:00,15:11:00,332,11,0,0
11747460,15:12:00,15:12:00,334,12,0,0
11747460,15:13:00,15:13:00,336,13,0,0
11747460,15:14:00,15:14:00,338,14,0,0
11747460,15:16:00,15:16:00,340,15,0,0
11747460,15:33:00,15:33:00,7840,16,0,0
11747461,07:06:00,07:06:00,7840,0,0,0
11747461,07:18:00,07:18:00,339,1,0,0
11747461,07:20:00,07:20:00,337,2,0,0
11747461,07:22:00,07:22:00,335,3,0,0
11747461,07:23:00,07:23:00,333,4,0,0
11747461,07:26:00,07:26:00,326,5,0,0
11747461,07:29:00,07:29:00,322,6,0,0
11747461,07:31:00,07:31:00,3,7,0,0
11747461,07:33:00,07:33:00,7842,8,0,0
11747461,07:33:00,07:33:00,321,9,0,0
11747461,07:35:00,07:35:00,325,10,0,0
11747461,07:38:00,07:38:00,332,11,0,0
11747461,07:39:00,07:39:00,334,12,0,0
11747461,07:40:00,07:40:00,336,13,0,0
11747461,07:41:00,07:41:00,338,14,0,0
11747461,07:43:00,07:43:00,340,15,0,0
11747461,08:00:00,08:00:00,7840,16,0,0
11747462,08:15:00,08:15:00,7840,0,0,0
11747462,08:27:00,08:27:00,339,1,0,0
11747462,08:29:00,08:29:00,337,2,0,0
11747462,08:30:00,08:30:00,335,3,0,0
11747462,08:31:00,08:31:00,333,4,0,0
11747462,08:35:00,08:35:00,326,5,0,0
11747462,08:37:00,08:37:00,322,6,0,0
11747462,08:39:00,08:39:00,3,7,0,0
11747462,08:41:00,08:41:00,7842,8,0,0
11747462,08:41:00,08:41:00,321,9,0,0
11747462,08:43:00,08:43:00,325,10,0,0
11747462,08:46:00,08:46:00,332,11,0,0
11747462,08:47:00,08:47:00,334,12,0,0
11747462,08:47:00,08:47:00,336,13,0,0
11747462,08:49:00,08:49:00,338,14,0,0
11747462,08:50:00,08:50:00,340,15,0,0
11747462,09:06:00,09:06:00,7840,16,0,0
11747463,09:20:00,09:20:00,7840,0,0,0
11747463,09:29:00,09:29:00,339,1,0,0
11747463,09:30:00,09:30:00,337,2,0,0
11747463,09:32:00,09:32:00,335,3,0,0
11747463,09:32:00,09:32:00,333,4,0,0
11747463,09:35:00,09:35:00,326,5,0,0
11747463,09:37:00,09:37:00,322,6,0,0
11747463,09:38:00,09:38:00,3,7,0,0
11747463,09:40:00,09:40:00,7842,8,0,0
11747463,09:40:00,09:40:00,321,9,0,0
11747463,09:42:00,09:42:00,325,10,0,0
11747463,09:44:00,09:44:00,332,11,0,0
11747463,09:44:00,09:44:00,334,12,0,0
11747463,09:45:00,09:45:00,336,13,0,0
11747463,09:46:00,09:46:00,338,14,0,0
11747463,09:47:00,09:47:00,340,15,0,0
11747463,10:00:00,10:00:00,7840,16,0,0
11747464,11:00:00,11:00:00,7840,0,0,0
11747464,11:09:00,11:09:00,339,1,0,0
11747464,11:10:00,11:10:00,337,2,0,0
11747464,11:12:00,11:12:00,335,3,0,0
11747464,11:12:00,11:12:00,333,4,0,0
11747464,11:15:00,11:15:00,326,5,0,0
11747464,11:17:00,11:17:00,322,6,0,0
11747464,11:18:00,11:18:00,3,7,0,0
11747464,11:20:00,11:20:00,7842,8,0,0
11747464,11:20:00,11:20:00,321,9,0,0
11747464,11:22:00,11:22:00,325,10,0,0
11747464,11:24:00,11:24:00,332,11,0,0
11747464,11:25:00,11:25:00,334,12,0,0
11747464,11:25:00,11:25:00,336,13,0,0
11747464,11:26:00,11:26:00,338,14,0,0
11747464,11:28:00,11:28:00,340,15,0,0
11747464,11:41:00,11:41:00,7840,16,0,0
11747465,13:52:00,13:52:00,7840,0,0,0
11747465,14:02:00,14:02:00,339,1,0,0
11747465,14:03:00,14:03:00,337,2,0,0
11747465,14:05:00,14:05:00,335,3,0,0
11747465,14:06:00,14:06:00,333,4,0,0
11747465,14:09:00,14:09:00,326,5,0,0
11747465,14:10:00,14:10:00,322,6,0,0
11747465,14:12:00,14:12:00,3,7,0,0
11747465,14:14:00,14:14:00,7842,8,0,0
11747465,14:14:00,14:14:00,321,9,0,0
11747465,14:16:00,14:16:00,325,10,0,0
11747465,14:18:00,14:18:00,332,11,0,0
11747465,14:19:00,14:19:00,334,12,0,0
11747465,14:20:00,14:20:00,336,13,0,0
11747465,14:21:00,14:21:00,338,14,0,0
11747465,14:22:00,14:22:00,340,15,0,0
11747465,14:36:00,14:36:00,7840,16,0,0
11747466,14:52:00,14:52:00,7840,0,0,0
11747466,15:03:00,15:03:00,339,1,0,0
11747466,15:04:00,15:04:00,337,2,0,0
11747466,15:06:00,15:06:00,335,3,0,0
11747466,15:07:00,15:07:00,333,4,0,0
11747466,15:10:00,15:10:00,326,5,0,0
11747466,15:12:00,15:12:00,322,6,0,0
11747466,15:14:00,15:14:00,3,7,0,0
11747466,15:16:00,15:16:00,7842,8,0,0
11747466,15:16:00,15:16:00,321,9,0,0
11747466,15:18:00,15:18:00,325,10,0,0
11747466,15:21:00,15:21:00,332,11,0,0
11747466,15:22:00,15:22:00,334,12,0,0
11747466,15:23:00,15:23:00,336,13,0,0
11747466,15:24:00,15:24:00,338,14,0,0
11747466,15:26:00,15:26:00,340,15,0,0
11747466,15:43:00,15:43:00,7840,16,0,0
11747467,07:18:00,07:18:00,7840,0,0,0
11747467,07:30:00,07:30:00,339,1,0,0
11747467,07:32:00,07:32:00,337,2,0,0
11747467,07:34:00,07:34:00,335,3,0,0
11747467,07:35:00,07:35:00,333,4,0,0
11747467,07:38:00,07:38:00,326,5,0,0
11747467,07:41:00,07:41:00,322,6,0,0
11747467,07:43:00,07:43:00,3,7,0,0
11747467,07:45:00,07:45:00,7842,8,0,0
11747467,07:45:00,07:45:00,321,9,0,0
11747467,07:47:00,07:47:00,325,10,0,0
11747467,07:50:00,07:50:00,332,11,0,0
11747467,07:51:00,07:51:00,334,12,0,0
11747467,07:52:00,07:52:00,336,13,0,0
11747467,07:53:00,07:53:00,338,14,0,0
11747467,07:55:00,07:55:00,340,15,0,0
11747467,08:12:00,08:12:00,7840,16,0,0
11747468,08:30:00,08:30:00,7840,0,0,0
11747468,08:41:00,08:41:00,339,1,0,0
11747468,08:43:00,08:43:00,337,2,0,0
11747468,08:45:00,08:45:00,335,3,0,0
11747468,08:46:00,08:46:00,333,4,0,0
11747468,08:49:00,08:49:00,326,5,0,0
11747468,08:51:00,08:51:00,322,6,0,0
11747468,08:53:00,08:53:00,3,7,0,0
11747468,08:55:00,08:55:00,7842,8,0,0
11747468,08:55:00,08:55:00,321,9,0,0
11747468,08:57:00,08:57:00,325,10,0,0
11747468,08:59:00,08:59:00,332,11,0,0
11747468,09:00:00,09:00:00,334,12,0,0
11747468,09:01:00,09:01:00,336,13,0,0
11747468,09:02:00,09:02:00,338,14,0,0
11747468,09:04:00,09:04:00,340,15,0,0
11747468,09:18:00,09:18:00,7840,16,0,0
11747469,10:20:00,10:20:00,7840,0,0,0
11747469,10:29:00,10:29:00,339,1,0,0
11747469,10:31:00,10:31:00,337,2,0,0
11747469,10:32:00,10:32:00,335,3,0,0
11747469,10:33:00,10:33:00,333,4,0,0
11747469,10:36:00,10:36:00,326,5,0,0
11747469,10:37:00,10:37:00,322,6,0,0
11747469,10:39:00,10:39:00,3,7,0,0
11747469,10:41:00,10:41:00,7842,8,0,0
11747469,10:41:00,10:41:00,321,9,0,0
11747469,10:43:00,10:43:00,325,10,0,0
11747469,10:45:00,10:45:00,332,11,0,0
11747469,10:45:00,10:45:00,334,12,0,0
11747469,10:46:00,10:46:00,336,13,0,0
11747469,10:47:00,10:47:00,338,14,0,0
11747469,10:48:00,10:48:00,340,15,0,0
11747469,11:01:00,11:01:00,7840,16,0,0
11747470,11:20:00,11:20:00,7840,0,0,0
11747470,11:29:00,11:29:00,339,1,0,0
11747470,11:30:00,11:30:00,337,2,0,0
11747470,11:32:00,11:32:00,335,3,0,0
11747470,11:32:00,11:32:00,333,4,0,0
11747470,11:35:00,11:35:00,326,5,0,0
11747470,11:37:00,11:37:00,322,6,0,0
11747470,11:38:00,11:38:00,3,7,0,0
11747470,11:40:00,11:40:00,7842,8,0,0
11747470,11:40:00,11:40:00,321,9,0,0
11747470,11:42:00,11:42:00,325,10,0,0
11747470,11:44:00,11:44:00,332,11,0,0
11747470,11:45:00,11:45:00,334,12,0,0
11747470,11:45:00,11:45:00,336,13,0,0
11747470,11:46:00,11:46:00,338,14,0,0
11747470,11:48:00,11:48:00,340,15,0,0
11747470,12:01:00,12:01:00,7840,16,0,0
11747471,12:40:00,12:40:00,7840,0,0,0
11747471,12:50:00,12:50:00,339,1,0,0
11747471,12:51:00,12:51:00,337,2,0,0
11747471,12:53:00,12:53:00,335,3,0,0
11747471,12:54:00,12:54:00,333,4,0,0
11747471,12:57:00,12:57:00,326,5,0,0
11747471,12:58:00,12:58:00,322,6,0,0
11747471,13:00:00,13:00:00,3,7,0,0
11747471,13:02:00,13:02:00,7842,8,0,0
11747471,13:02:00,13:02:00,321,9,0,0
11747471,13:04:00,13:04:00,325,10,0,0
11747471,13:06:00,13:06:00,332,11,0,0
11747471,13:07:00,13:07:00,334,12,0,0
11747471,13:08:00,13:08:00,336,13,0,0
11747471,13:09:00,13:09:00,338,14,0,0
11747471,13:10:00,13:10:00,340,15,0,0
11747471,13:24:00,13:24:00,7840,16,0,0
11747472,14:04:00,14:04:00,7840,0,0,0
11747472,14:14:00,14:14:00,339,1,0,0
11747472,14:16:00,14:16:00,337,2,0,0
11747472,14:17:00,14:17:00,335,3,0,0
11747472,14:18:00,14:18:00,333,4,0,0
11747472,14:21:00,14:21:00,326,5,0,0
11747472,14:23:00,14:23:00,322,6,0,0
11747472,14:25:00,14:25:00,3,7,0,0
11747472,14:27:00,14:27:00,7842,8,0,0
11747472,14:27:00,14:27:00,321,9,0,0
11747472,14:29:00,14:29:00,325,10,0,0
11747472,14:32:00,14:32:00,332,11,0,0
11747472,14:33:00,14:33:00,334,12,0,0
11747472,14:33:00,14:33:00,336,13,0,0
11747472,14:35:00,14:35:00,338,14,0,0
11747472,14:36:00,14:36:00,340,15,0,0
11747472,14:52:00,14:52:00,7840,16,0,0
11747473,15:04:00,15:04:00,7840,0,0,0
11747473,15:15:00,15:15:00,339,1,0,0
11747473,15:17:00,15:17:00,337,2,0,0
11747473,15:19:00,15:19:00,335,3,0,0
11747473,15:20:00,15:20:00,333,4,0,0
11747473,15:23:00,15:23:00,326,5,0,0
11747473,15:25:00,15:25:00,322,6,0,0
11747473,15:27:00,15:27:00,3,7,0,0
11747473,15:29:00,15:29:00,7842,8,0,0
11747473,15:29:00,15:29:00,321,9,0,0
11747473,15:31:00,15:31:00,325,10,0,0
11747473,15:34:00,15:34:00,332,11,0,0
11747473,15:35:00,15:35:00,334,12,0,0
11747473,15:35:00,15:35:00,336,13,0,0
11747473,15:37:00,15:37:00,338,14,0,0
11747473,15:38:00,15:38:00,340,15,0,0
11747473,15:54:00,15:54:00,7840,16,0,0
11747474,16:40:00,16:40:00,7840,0,0,0
11747474,16:51:00,16:51:00,339,1,0,0
11747474,16:52:00,16:52:00,337,2,0,0
11747474,16:54:00,16:54:00,335,3,0,0
11747474,16:55:00,16:55:00,333,4,0,0
11747474,16:58:00,16:58:00,326,5,0,0
11747474,17:00:00,17:00:00,322,6,0,0
11747474,17:02:00,17:02:00,3,7,0,0
11747474,17:04:00,17:04:00,7842,8,0,0
11747474,17:04:00,17:04:00,321,9,0,0
11747474,17:06:00,17:06:00,325,10,0,0
11747474,17:09:00,17:09:00,332,11,0,0
11747474,17:10:00,17:10:00,334,12,0,0
11747474,17:11:00,17:11:00,336,13,0,0
