route_id,service_id,trip_id,trip_headsign,shape_id,direction_id
10600011,18454,13299927,LEMESOS,10600011,0
10600012,18454,13299928,PELENDRI,10600012,1
10600011,18454,13299929,LEMESOS,10600011,0
10600012,18454,13299930,PELENDRI,10600012,1
10110012,18454,13299931,HOUSE FIN. AGENCY,10110012,1
10110011,18454,13299932,LEONTIOU EMEL ST.,10110011,0
10110012,18454,13299933,HOUSE FIN. AGENCY,10110012,1
10110011,18454,13299934,LEONTIOU EMEL ST.,10110011,0
10110012,18454,13299935,HOUSE FIN. AGENCY,10110012,1
10110011,18454,13299936,LEONTIOU EMEL ST.,10110011,0
10110012,18454,13299937,HOUSE FIN. AGENCY,10110012,1
10110011,18454,13299938,LEONTIOU EMEL ST.,10110011,0
10110012,18454,13299939,HOUSE FIN. AGENCY,10110012,1
15440011,18454,13299940,SAITTAS,15440011,0
10300011,18454,13299941,PARKLANE HOTEL,10300011,0
10300012,18454,13299942,MY MALL,10300012,1
10300011,18454,13299943,PARKLANE HOTEL,10300011,0
10300012,18454,13299944,MY MALL,10300012,1
10300011,18454,13299945,PARKLANE HOTEL,10300011,0
10300012,18454,13299946,MY MALL,10300012,1
10300011,18454,13299947,PARKLANE HOTEL,10300011,0
10300012,18454,13299948,MY MALL,10300012,1
10300011,18454,13299949,PARKLANE HOTEL,10300011,0
10300012,18454,13299950,MY MALL,10300012,1
10300011,18454,13299951,PARKLANE HOTEL,10300011,0
10300012,18454,13299952,MY MALL,10300012,1
10300011,18454,13299953,PARKLANE HOTEL,10300011,0
10300012,18454,13299954,MY MALL,10300012,1
10300011,18454,13299955,PARKLANE HOTEL,10300011,0
10300012,18454,13299956,MY MALL,10300012,1
10300011,18454,13299957,PARKLANE HOTEL,10300011,0
10300012,18454,13299958,MY MALL,10300012,1
10300011,18454,13299959,PARKLANE HOTEL,10300011,0
10300012,18454,13299960,MY MALL,10300012,1
10300011,18454,13299961,PARKLANE HOTEL,10300011,0
10300012,18454,13299962,MY MALL,10300012,1
10300011,18454,13299963,PARKLANE HOTEL,10300011,0
10300012,18454,13299964,MY MALL,10300012,1
10130012,18454,13299965,GERMASOGIA,10130012,1
10130011,18454,13299966,LEONTIOU EMEL ST.,10130011,0
10130012,18454,13299967,GERMASOGIA,10130012,1
10130011,18454,13299968,LEONTIOU EMEL ST.,10130011,0
10130012,18454,13299969,GERMASOGIA,10130012,1
10130011,18454,13299970,LEONTIOU EMEL ST.,10130011,0
10130012,18454,13299971,GERMASOGIA,10130012,1
10030012,18454,13299972,AGIOS ATHANASIOS,10030012,1
10030011,18454,13299973,LEONTIOU EMEL ST.,10030011,0
10030012,18454,13299974,AGIOS ATHANASIOS,10030012,1
10030011,18454,13299975,LEONTIOU EMEL ST.,10030011,0
10030012,18454,13299976,AGIOS ATHANASIOS,10030012,1
10030011,18454,13299977,LEONTIOU EMEL ST.,10030011,0
10030012,18454,13299978,AGIOS ATHANASIOS,10030012,1
10030011,18454,13299979,LEONTIOU EMEL ST.,10030011,0
10030012,18454,13299980,AGIOS ATHANASIOS,10030012,1
10030011,18454,13299981,LEONTIOU EMEL ST.,10030011,0
10030012,18454,13299982,AGIOS ATHANASIOS,10030012,1
10190012,18454,13299983,TRACHONI,10190012,1
10190011,18454,13299984,LEONTIOU EMEL ST.,10190011,0
10190012,18454,13299985,TRACHONI,10190012,1
10190011,18454,13299986,LEONTIOU EMEL ST.,10190011,0
10190012,18454,13299987,TRACHONI,10190012,1
10190011,18454,13299988,LEONTIOU EMEL ST.,10190011,0
10190012,18454,13299989,TRACHONI,10190012,1
10190011,18454,13299990,LEONTIOU EMEL ST.,10190011,0
10190012,18454,13299991,TRACHONI,10190012,1
10190011,18454,13299992,LEONTIOU EMEL ST.,10190011,0
10190012,18454,13299993,TRACHONI,10190012,1
10300011,18454,13299994,PARKLANE HOTEL,10300011,0
10300012,18454,13299995,MY MALL,10300012,1
10300011,18454,13299996,PARKLANE HOTEL,10300011,0
10300012,18454,13299997,MY MALL,10300012,1
10300011,18454,13299998,PARKLANE HOTEL,10300011,0
10300012,18454,13299999,MY MALL,10300012,1
10300011,18454,13300000,PARKLANE HOTEL,10300011,0
10300012,18454,13300001,MY MALL,10300012,1
10200011,18454,13300002,MY MALL,10200011,0
10200012,18454,13300003,T. CHRISTODOULOU,10200012,1
10200011,18454,13300004,MY MALL,10200011,0
10200012,18454,13300005,T. CHRISTODOULOU,10200012,1
10200011,18454,13300006,MY MALL,10200011,0
10200012,18454,13300007,T. CHRISTODOULOU,10200012,1
10200011,18454,13300008,MY MALL,10200011,0
10200012,18454,13300009,T. CHRISTODOULOU,10200012,1
10200011,18454,13300010,MY MALL,10200011,0
10200012,18454,13300011,T. CHRISTODOULOU,10200012,1
15490011,18454,13300012,SAITTAS,15490011,0
15490012,18454,13300013,PRODROMOS,15490012,1
15490012,18454,13300014,PRODROMOS,15490012,1
15490011,18454,13300015,SAITTAS,15490011,0
15490012,18454,13300016,PRODROMOS,15490012,1
15470011,18454,13300017,AGIOS DIMITRIOS,15470011,0
15470012,18454,13300018,KAMINARIA,15470012,1
15470011,18454,13300019,AGIOS DIMITRIOS,15470011,0
15470012,18454,13300020,KAMINARIA,15470012,1
10210011,18454,13300021,KOLONAKIOU,10210011,0
10210012,18454,13300022,MY MALL,10210012,1
10210011,18454,13300023,KOLONAKIOU,10210011,0
10210012,18454,13300024,MY MALL,10210012,1
10210011,18454,13300025,KOLONAKIOU,10210011,0
10210012,18454,13300026,MY MALL,10210012,1
10210011,18454,13300027,KOLONAKIOU,10210011,0
10210012,18454,13300028,MY MALL,10210012,1
10210011,18454,13300029,KOLONAKIOU,10210011,0
10210012,18454,13300030,MY MALL,10210012,1
10160022,18454,13300031,KOURION BEACH,10160022,1
10160021,18454,13300032,LEONTIOU EMEL ST.,10160021,0
10160022,18454,13300033,KOURION BEACH,10160022,1
10160021,18454,13300034,LEONTIOU EMEL ST.,10160021,0
10160022,18454,13300035,KOURION BEACH,10160022,1
10160021,18454,13300036,LEONTIOU EMEL ST.,10160021,0
10160022,18454,13300037,KOURION BEACH,10160022,1
10160021,18454,13300038,LEONTIOU EMEL ST.,10160021,0
10160022,18454,13300039,KOURION BEACH,10160022,1
10160021,18454,13300040,LEONTIOU EMEL ST.,10160021,0
10160022,18454,13300041,KOURION BEACH,10160022,1
10160021,18454,13300042,LEONTIOU EMEL ST.,10160021,0
10160022,18454,13300043,KOURION BEACH,10160022,1
10160021,18454,13300044,LEONTIOU EMEL ST.,10160021,0
10160022,18454,13300045,KOURION BEACH,10160022,1
10160021,18454,13300046,LEONTIOU EMEL ST.,10160021,0
10160022,18454,13300047,KOURION BEACH,10160022,1
10150012,18454,13300048,GENERAL HOSPITAL,10150012,1
10150011,18454,13300049,LEONTIOU EMEL ST.,10150011,0
10150012,18454,13300050,GENERAL HOSPITAL,10150012,1
10150011,18454,13300051,LEONTIOU EMEL ST.,10150011,0
10150012,18454,13300052,GENERAL HOSPITAL,10150012,1
10150011,18454,13300053,LEONTIOU EMEL ST.,10150011,0
10150012,18454,13300054,GENERAL HOSPITAL,10150012,1
10150011,18454,13300055,LEONTIOU EMEL ST.,10150011,0
10150012,18454,13300056,GENERAL HOSPITAL,10150012,1
10150011,18454,13300057,LEONTIOU EMEL ST.,10150011,0
10150012,18454,13300058,GENERAL HOSPITAL,10150012,1
10070012,18454,13300059,MY MALL,10070012,1
10070011,18454,13300060,LEONTIOU EMEL ST.,10070011,0
10070012,18454,13300061,MY MALL,10070012,1
10070011,18454,13300062,LEONTIOU EMEL ST.,10070011,0
10070012,18454,13300063,MY MALL,10070012,1
10070011,18454,13300064,LEONTIOU EMEL ST.,10070011,0
10070012,18454,13300065,MY MALL,10070012,1
10070011,18454,13300066,LEONTIOU EMEL ST.,10070011,0
10070012,18454,13300067,MY MALL,10070012,1
10070011,18454,13300068,LEONTIOU EMEL ST.,10070011,0
10070012,18454,13300069,MY MALL,10070012,1
10070011,18454,13300070,LEONTIOU EMEL ST.,10070011,0
10070012,18454,13300071,MY MALL,10070012,1
15150012,18454,13300072,AKROUNTA,15150012,1
15150011,18454,13300073,LEONTIOU EMEL ST.,15150011,0
10140012,18454,13300074,ESTIAS (AG. ATH.),10140012,1
10140011,18454,13300075,LEONTIOU EMEL ST.,10140011,0
10140012,18454,13300076,ESTIAS (AG. ATH.),10140012,1
10140011,18454,13300077,LEONTIOU EMEL ST.,10140011,0
10140012,18454,13300078,ESTIAS (AG. ATH.),10140012,1
10140011,18454,13300079,LEONTIOU EMEL ST.,10140011,0
10140012,18454,13300080,ESTIAS (AG. ATH.),10140012,1
10300011,18454,13300081,PARKLANE HOTEL,10300011,0
10300012,18454,13300082,MY MALL,10300012,1
10300011,18454,13300083,PARKLANE HOTEL,10300011,0
10300012,18454,13300084,MY MALL,10300012,1
10300011,18454,13300085,PARKLANE HOTEL,10300011,0
10300012,18454,13300086,MY MALL,10300012,1
10300011,18454,13300087,PARKLANE HOTEL,10300011,0
10300012,18454,13300088,MY MALL,10300012,1
10050022,18454,13300089,GENERAL HOSPITAL,10050022,1
10050021,18454,13300090,LEONTIOU EMEL ST.,10050021,0
10050022,18454,13300091,GENERAL HOSPITAL,10050022,1
10050021,18454,13300092,LEONTIOU EMEL ST.,10050021,0
10090012,18454,13300093,PALODEIA,10090012,1
10090011,18454,13300094,LEONTIOU EMEL ST.,10090011,0
10090012,18454,13300095,PALODEIA,10090012,1
10090011,18454,13300096,LEONTIOU EMEL ST.,10090011,0
10090012,18454,13300097,PALODEIA,10090012,1
10090011,18454,13300098,LEONTIOU EMEL ST.,10090011,0
10090012,18454,13300099,PALODEIA,10090012,1
10090011,18454,13300100,LEONTIOU EMEL ST.,10090011,0
10090012,18454,13300101,PALODEIA,10090012,1
10090011,18454,13300102,LEONTIOU EMEL ST.,10090011,0
10230021,18454,13300103,YPSONAS MUNICIP.,10230021,0
10230021,18454,13300104,YPSONAS MUNICIP.,10230021,0
10230021,18454,13300105,YPSONAS MUNICIP.,10230021,0
10230021,18454,13300106,YPSONAS MUNICIP.,10230021,0
10230021,18454,13300107,YPSONAS MUNICIP.,10230021,0
10230021,18454,13300108,YPSONAS MUNICIP.,10230021,0
10230021,18454,13300109,YPSONAS MUNICIP.,10230021,0
10230021,18454,13300110,YPSONAS MUNICIP.,10230021,0
10230021,18454,13300111,YPSONAS MUNICIP.,10230021,0
10230021,18454,13300112,YPSONAS MUNICIP.,10230021,0
