fare_id,price,currency_type,payment_method,transfers,agency_id,transfer_duration
741_5002_7994_6665,4,EUR,0,0,5,
741_5002_7994_8010,4,EUR,0,0,5,
741_5002_8010_6104,4,EUR,0,0,5,
741_5003_1297_1303,4,EUR,0,0,5,
741_5003_1297_1352,4,EUR,0,0,5,
741_5003_1297_1910,4,EUR,0,0,5,
741_5003_1297_1975,4,EUR,0,0,5,
741_5003_1297_2004,4,EUR,0,0,5,
741_5003_1297_3906,4,EUR,0,0,5,
741_5003_1297_3907,4,EUR,0,0,5,
741_5003_1297_3910,4,EUR,0,0,5,
741_5003_1297_3913,4,EUR,0,0,5,
741_5003_1297_3975,4,EUR,0,0,5,
741_5003_1297_3978,4,EUR,0,0,5,
741_5003_1297_3980,4,EUR,0,0,5,
741_5003_1297_4026,4,EUR,0,0,5,
741_5003_1297_4864,4,EUR,0,0,5,
741_5003_1297_4865,4,EUR,0,0,5,
741_5003_1297_5258,4,EUR,0,0,5,
741_5003_1297_7073,4,EUR,0,0,5,
741_5003_1297_7074,4,EUR,0,0,5,
741_5003_1297_7078,4,EUR,0,0,5,
741_5003_1297_7090,4,EUR,0,0,5,
741_5003_1297_7186,4,EUR,0,0,5,
741_5003_1297_7525,4,EUR,0,0,5,
741_5003_1303_1352,4,EUR,0,0,5,
741_5003_1303_1910,4,EUR,0,0,5,
741_5003_1303_3906,4,EUR,0,0,5,
741_5003_1303_3975,4,EUR,0,0,5,
741_5003_1303_3978,4,EUR,0,0,5,
741_5003_1303_3980,4,EUR,0,0,5,
741_5003_1303_4026,4,EUR,0,0,5,
741_5003_1303_4864,4,EUR,0,0,5,
741_5003_1303_4865,4,EUR,0,0,5,
741_5003_1303_5258,4,EUR,0,0,5,
741_5003_1303_7073,4,EUR,0,0,5,
741_5003_1303_7074,4,EUR,0,0,5,
741_5003_1303_7078,4,EUR,0,0,5,
741_5003_1303_7090,4,EUR,0,0,5,
741_5003_1303_7186,4,EUR,0,0,5,
741_5003_1303_7525,4,EUR,0,0,5,
741_5003_1352_1910,4,EUR,0,0,5,
741_5003_1352_3906,4,EUR,0,0,5,
741_5003_1352_3975,4,EUR,0,0,5,
741_5003_1352_3978,4,EUR,0,0,5,
741_5003_1352_3980,4,EUR,0,0,5,
741_5003_1910_3906,4,EUR,0,0,5,
741_5003_1975_1303,4,EUR,0,0,5,
741_5003_1975_1352,4,EUR,0,0,5,
741_5003_1975_1910,4,EUR,0,0,5,
741_5003_1975_2004,4,EUR,0,0,5,
741_5003_1975_3906,4,EUR,0,0,5,
741_5003_1975_3910,4,EUR,0,0,5,
741_5003_1975_3913,4,EUR,0,0,5,
741_5003_1975_3975,4,EUR,0,0,5,
741_5003_1975_3978,4,EUR,0,0,5,
741_5003_1975_3980,4,EUR,0,0,5,
741_5003_1975_4026,4,EUR,0,0,5,
741_5003_1975_4864,4,EUR,0,0,5,
741_5003_1975_4865,4,EUR,0,0,5,
741_5003_1975_5258,4,EUR,0,0,5,
741_5003_1975_7073,4,EUR,0,0,5,
741_5003_1975_7074,4,EUR,0,0,5,
741_5003_1975_7078,4,EUR,0,0,5,
741_5003_1975_7090,4,EUR,0,0,5,
741_5003_1975_7186,4,EUR,0,0,5,
741_5003_1975_7525,4,EUR,0,0,5,
741_5003_2004_1303,4,EUR,0,0,5,
741_5003_2004_1352,4,EUR,0,0,5,
741_5003_2004_1910,4,EUR,0,0,5,
741_5003_2004_3906,4,EUR,0,0,5,
741_5003_2004_3910,4,EUR,0,0,5,
741_5003_2004_3913,4,EUR,0,0,5,
741_5003_2004_3975,4,EUR,0,0,5,
741_5003_2004_3978,4,EUR,0,0,5,
741_5003_2004_3980,4,EUR,0,0,5,
741_5003_2004_4026,4,EUR,0,0,5,
741_5003_2004_4864,4,EUR,0,0,5,
741_5003_2004_4865,4,EUR,0,0,5,
741_5003_2004_5258,4,EUR,0,0,5,
741_5003_2004_7073,4,EUR,0,0,5,
741_5003_2004_7074,4,EUR,0,0,5,
741_5003_2004_7078,4,EUR,0,0,5,
741_5003_2004_7090,4,EUR,0,0,5,
741_5003_2004_7186,4,EUR,0,0,5,
741_5003_2004_7525,4,EUR,0,0,5,
741_5003_3907_1303,4,EUR,0,0,5,
741_5003_3907_1352,4,EUR,0,0,5,
741_5003_3907_1910,4,EUR,0,0,5,
741_5003_3907_1975,4,EUR,0,0,5,
741_5003_3907_2004,4,EUR,0,0,5,
741_5003_3907_3906,4,EUR,0,0,5,
741_5003_3907_3910,4,EUR,0,0,5,
741_5003_3907_3913,4,EUR,0,0,5,
741_5003_3907_3975,4,EUR,0,0,5,
741_5003_3907_3978,4,EUR,0,0,5,
741_5003_3907_3980,4,EUR,0,0,5,
741_5003_3907_4026,4,EUR,0,0,5,
741_5003_3907_4864,4,EUR,0,0,5,
741_5003_3907_4865,4,EUR,0,0,5,
741_5003_3907_5258,4,EUR,0,0,5,
741_5003_3907_7073,4,EUR,0,0,5,
741_5003_3907_7074,4,EUR,0,0,5,
741_5003_3907_7078,4,EUR,0,0,5,
741_5003_3907_7090,4,EUR,0,0,5,
741_5003_3907_7186,4,EUR,0,0,5,
741_5003_3907_7525,4,EUR,0,0,5,
741_5003_3910_1303,4,EUR,0,0,5,
741_5003_3910_1352,4,EUR,0,0,5,
741_5003_3910_1910,4,EUR,0,0,5,
741_5003_3910_3906,4,EUR,0,0,5,
741_5003_3910_3913,4,EUR,0,0,5,
741_5003_3910_3975,4,EUR,0,0,5,
741_5003_3910_3978,4,EUR,0,0,5,
741_5003_3910_3980,4,EUR,0,0,5,
741_5003_3910_4026,4,EUR,0,0,5,
741_5003_3910_4864,4,EUR,0,0,5,
741_5003_3910_4865,4,EUR,0,0,5,
741_5003_3910_5258,4,EUR,0,0,5,
741_5003_3910_7073,4,EUR,0,0,5,
741_5003_3910_7074,4,EUR,0,0,5,
741_5003_3910_7078,4,EUR,0,0,5,
741_5003_3910_7090,4,EUR,0,0,5,
741_5003_3910_7186,4,EUR,0,0,5,
741_5003_3910_7525,4,EUR,0,0,5,
741_5003_3913_1303,4,EUR,0,0,5,
741_5003_3913_1352,4,EUR,0,0,5,
741_5003_3913_1910,4,EUR,0,0,5,
741_5003_3913_3906,4,EUR,0,0,5,
741_5003_3913_3975,4,EUR,0,0,5,
741_5003_3913_3978,4,EUR,0,0,5,
741_5003_3913_3980,4,EUR,0,0,5,
741_5003_3913_4026,4,EUR,0,0,5,
741_5003_3913_4864,4,EUR,0,0,5,
741_5003_3913_4865,4,EUR,0,0,5,
741_5003_3913_5258,4,EUR,0,0,5,
741_5003_3913_7073,4,EUR,0,0,5,
741_5003_3913_7074,4,EUR,0,0,5,
741_5003_3913_7078,4,EUR,0,0,5,
741_5003_3913_7090,4,EUR,0,0,5,
741_5003_3913_7186,4,EUR,0,0,5,
741_5003_3913_7525,4,EUR,0,0,5,
741_5003_3975_1910,4,EUR,0,0,5,
741_5003_3975_3906,4,EUR,0,0,5,
741_5003_3975_3978,4,EUR,0,0,5,
741_5003_3975_3980,4,EUR,0,0,5,
741_5003_3978_1910,4,EUR,0,0,5,
741_5003_3978_3906,4,EUR,0,0,5,
741_5003_3978_3980,4,EUR,0,0,5,
741_5003_3980_1910,4,EUR,0,0,5,
741_5003_3980_3906,4,EUR,0,0,5,
741_5003_4026_1352,4,EUR,0,0,5,
741_5003_4026_1910,4,EUR,0,0,5,
741_5003_4026_3906,4,EUR,0,0,5,
741_5003_4026_3975,4,EUR,0,0,5,
741_5003_4026_3978,4,EUR,0,0,5,
741_5003_4026_3980,4,EUR,0,0,5,
741_5003_4026_5258,4,EUR,0,0,5,
741_5003_4026_7078,4,EUR,0,0,5,
741_5003_4026_7090,4,EUR,0,0,5,
741_5003_4864_1352,4,EUR,0,0,5,
741_5003_4864_1910,4,EUR,0,0,5,
741_5003_4864_3906,4,EUR,0,0,5,
741_5003_4864_3975,4,EUR,0,0,5,
741_5003_4864_3978,4,EUR,0,0,5,
741_5003_4864_3980,4,EUR,0,0,5,
741_5003_4864_4026,4,EUR,0,0,5,
741_5003_4864_4865,4,EUR,0,0,5,
741_5003_4864_5258,4,EUR,0,0,5,
741_5003_4864_7078,4,EUR,0,0,5,
741_5003_4864_7090,4,EUR,0,0,5,
741_5003_4865_1352,4,EUR,0,0,5,
741_5003_4865_1910,4,EUR,0,0,5,
741_5003_4865_3906,4,EUR,0,0,5,
741_5003_4865_3975,4,EUR,0,0,5,
741_5003_4865_3978,4,EUR,0,0,5,
741_5003_4865_3980,4,EUR,0,0,5,
741_5003_4865_4026,4,EUR,0,0,5,
741_5003_4865_5258,4,EUR,0,0,5,
741_5003_4865_7078,4,EUR,0,0,5,
741_5003_4865_7090,4,EUR,0,0,5,
741_5003_5258_1352,4,EUR,0,0,5,
741_5003_5258_1910,4,EUR,0,0,5,
741_5003_5258_3906,4,EUR,0,0,5,
741_5003_5258_3975,4,EUR,0,0,5,
741_5003_5258_3978,4,EUR,0,0,5,
741_5003_5258_3980,4,EUR,0,0,5,
741_5003_5258_7078,4,EUR,0,0,5,
741_5003_7073_1352,4,EUR,0,0,5,
741_5003_7073_1910,4,EUR,0,0,5,
741_5003_7073_3906,4,EUR,0,0,5,
741_5003_7073_3975,4,EUR,0,0,5,
741_5003_7073_3978,4,EUR,0,0,5,
741_5003_7073_3980,4,EUR,0,0,5,
741_5003_7073_4026,4,EUR,0,0,5,
741_5003_7073_4864,4,EUR,0,0,5,
741_5003_7073_4865,4,EUR,0,0,5,
741_5003_7073_5258,4,EUR,0,0,5,
741_5003_7073_7074,4,EUR,0,0,5,
741_5003_7073_7078,4,EUR,0,0,5,
741_5003_7073_7090,4,EUR,0,0,5,
741_5003_7073_7186,4,EUR,0,0,5,
741_5003_7073_7525,4,EUR,0,0,5,
741_5003_7074_1352,4,EUR,0,0,5,
741_5003_7074_1910,4,EUR,0,0,5,
741_5003_7074_3906,4,EUR,0,0,5,
741_5003_7074_3975,4,EUR,0,0,5,
741_5003_7074_3978,4,EUR,0,0,5,
741_5003_7074_3980,4,EUR,0,0,5,
741_5003_7074_4026,4,EUR,0,0,5,
741_5003_7074_4864,4,EUR,0,0,5,
741_5003_7074_4865,4,EUR,0,0,5,
741_5003_7074_5258,4,EUR,0,0,5,
741_5003_7074_7078,4,EUR,0,0,5,
741_5003_7074_7090,4,EUR,0,0,5,
741_5003_7078_1352,4,EUR,0,0,5,
741_5003_7078_1910,4,EUR,0,0,5,
741_5003_7078_3906,4,EUR,0,0,5,
741_5003_7078_3975,4,EUR,0,0,5,
741_5003_7078_3978,4,EUR,0,0,5,
741_5003_7078_3980,4,EUR,0,0,5,
741_5003_7078_5258,4,EUR,0,0,5,
741_5003_7090_1352,4,EUR,0,0,5,
741_5003_7090_1910,4,EUR,0,0,5,
741_5003_7090_3906,4,EUR,0,0,5,
741_5003_7090_3975,4,EUR,0,0,5,
741_5003_7090_3978,4,EUR,0,0,5,
741_5003_7090_3980,4,EUR,0,0,5,
741_5003_7090_5258,4,EUR,0,0,5,
741_5003_7090_7078,4,EUR,0,0,5,
741_5003_7186_1352,4,EUR,0,0,5,
741_5003_7186_1910,4,EUR,0,0,5,
741_5003_7186_3906,4,EUR,0,0,5,
741_5003_7186_3975,4,EUR,0,0,5,
741_5003_7186_3978,4,EUR,0,0,5,
741_5003_7186_3980,4,EUR,0,0,5,
741_5003_7186_4026,4,EUR,0,0,5,
741_5003_7186_4864,4,EUR,0,0,5,
741_5003_7186_4865,4,EUR,0,0,5,
741_5003_7186_5258,4,EUR,0,0,5,
741_5003_7186_7074,4,EUR,0,0,5,
741_5003_7186_7078,4,EUR,0,0,5,
741_5003_7186_7090,4,EUR,0,0,5,
741_5003_7186_7525,4,EUR,0,0,5,
741_5003_7525_1352,4,EUR,0,0,5,
741_5003_7525_1910,4,EUR,0,0,5,
741_5003_7525_3906,4,EUR,0,0,5,
741_5003_7525_3975,4,EUR,0,0,5,
741_5003_7525_3978,4,EUR,0,0,5,
741_5003_7525_3980,4,EUR,0,0,5,
741_5003_7525_4026,4,EUR,0,0,5,
741_5003_7525_4864,4,EUR,0,0,5,
741_5003_7525_4865,4,EUR,0,0,5,
741_5003_7525_5258,4,EUR,0,0,5,
741_5003_7525_7074,4,EUR,0,0,5,
741_5003_7525_7078,4,EUR,0,0,5,
741_5003_7525_7090,4,EUR,0,0,5,
741_5004_3906_3913,4,EUR,0,0,5,
741_5004_3906_3916,4,EUR,0,0,5,
741_5004_3906_3919,4,EUR,0,0,5,
741_5004_3906_3922,4,EUR,0,0,5,
741_5004_3906_3928,4,EUR,0,0,5,
741_5004_3906_3944,4,EUR,0,0,5,
741_5004_3906_3949,4,EUR,0,0,5,
741_5004_3906_3963,4,EUR,0,0,5,
741_5004_3906_3968,4,EUR,0,0,5,
741_5004_3906_3971,4,EUR,0,0,5,
741_5004_3906_3974,4,EUR,0,0,5,
741_5004_3906_3975,4,EUR,0,0,5,
741_5004_3906_6102,4,EUR,0,0,5,
741_5004_3906_6104,4,EUR,0,0,5,
741_5004_3906_6167,4,EUR,0,0,5,
741_5004_3906_6171,4,EUR,0,0,5,
741_5004_3906_6172,4,EUR,0,0,5,
741_5004_3906_6178,4,EUR,0,0,5,
741_5004_3906_6179,4,EUR,0,0,5,
741_5004_3906_6345,4,EUR,0,0,5,
741_5004_3906_6370,4,EUR,0,0,5,
741_5004_3906_6372,4,EUR,0,0,5,
741_5004_3906_7194,4,EUR,0,0,5,
741_5004_3913_3916,4,EUR,0,0,5,
741_5004_3913_3919,4,EUR,0,0,5,
741_5004_3913_3922,4,EUR,0,0,5,
741_5004_3913_3928,4,EUR,0,0,5,
741_5004_3913_3944,4,EUR,0,0,5,
741_5004_3913_3949,4,EUR,0,0,5,
741_5004_3913_3963,4,EUR,0,0,5,
741_5004_3913_3968,4,EUR,0,0,5,
741_5004_3913_3971,4,EUR,0,0,5,
741_5004_3913_3974,4,EUR,0,0,5,
741_5004_3913_3975,4,EUR,0,0,5,
741_5004_3913_6102,4,EUR,0,0,5,
741_5004_3913_6104,4,EUR,0,0,5,
741_5004_3913_6167,4,EUR,0,0,5,
741_5004_3913_6171,4,EUR,0,0,5,
741_5004_3913_6172,4,EUR,0,0,5,
741_5004_3913_6178,4,EUR,0,0,5,
741_5004_3913_6179,4,EUR,0,0,5,
741_5004_3913_6345,4,EUR,0,0,5,
741_5004_3913_6370,4,EUR,0,0,5,
741_5004_3913_6372,4,EUR,0,0,5,
741_5004_3913_7194,4,EUR,0,0,5,
741_5004_3916_3919,4,EUR,0,0,5,
741_5004_3916_3922,4,EUR,0,0,5,
741_5004_3916_3928,4,EUR,0,0,5,
741_5004_3916_3944,4,EUR,0,0,5,
741_5004_3916_3949,4,EUR,0,0,5,
741_5004_3916_3963,4,EUR,0,0,5,
741_5004_3916_3968,4,EUR,0,0,5,
741_5004_3916_3971,4,EUR,0,0,5,
741_5004_3916_3974,4,EUR,0,0,5,
741_5004_3916_3975,4,EUR,0,0,5,
741_5004_3916_6104,4,EUR,0,0,5,
741_5004_3916_6167,4,EUR,0,0,5,
741_5004_3916_6171,4,EUR,0,0,5,
741_5004_3916_6178,4,EUR,0,0,5,
741_5004_3916_6179,4,EUR,0,0,5,
741_5004_3916_6345,4,EUR,0,0,5,
741_5004_3916_6370,4,EUR,0,0,5,
741_5004_3916_6372,4,EUR,0,0,5,
741_5004_3916_7194,4,EUR,0,0,5,
741_5004_3919_3922,4,EUR,0,0,5,
741_5004_3919_3928,4,EUR,0,0,5,
741_5004_3919_3944,4,EUR,0,0,5,
741_5004_3919_3949,4,EUR,0,0,5,
741_5004_3919_3963,4,EUR,0,0,5,
741_5004_3919_3968,4,EUR,0,0,5,
741_5004_3919_3971,4,EUR,0,0,5,
741_5004_3919_3974,4,EUR,0,0,5,
741_5004_3919_3975,4,EUR,0,0,5,
741_5004_3919_6104,4,EUR,0,0,5,
741_5004_3919_6167,4,EUR,0,0,5,
741_5004_3919_6171,4,EUR,0,0,5,
741_5004_3919_6178,4,EUR,0,0,5,
741_5004_3919_6179,4,EUR,0,0,5,
741_5004_3919_6345,4,EUR,0,0,5,
741_5004_3919_6370,4,EUR,0,0,5,
741_5004_3919_6372,4,EUR,0,0,5,
741_5004_3919_7194,4,EUR,0,0,5,
741_5004_3922_3928,4,EUR,0,0,5,
741_5004_3922_3944,4,EUR,0,0,5,
741_5004_3922_3949,4,EUR,0,0,5,
741_5004_3922_3963,4,EUR,0,0,5,
741_5004_3922_3968,4,EUR,0,0,5,
741_5004_3922_3971,4,EUR,0,0,5,
741_5004_3922_3974,4,EUR,0,0,5,
741_5004_3922_3975,4,EUR,0,0,5,
741_5004_3922_6104,4,EUR,0,0,5,
741_5004_3922_6178,4,EUR,0,0,5,
741_5004_3922_6179,4,EUR,0,0,5,
741_5004_3922_6345,4,EUR,0,0,5,
741_5004_3922_6370,4,EUR,0,0,5,
741_5004_3922_6372,4,EUR,0,0,5,
741_5004_3922_7194,4,EUR,0,0,5,
741_5004_3928_3944,4,EUR,0,0,5,
741_5004_3928_3949,4,EUR,0,0,5,
741_5004_3928_3963,4,EUR,0,0,5,
741_5004_3928_3968,4,EUR,0,0,5,
741_5004_3928_3971,4,EUR,0,0,5,
741_5004_3928_3974,4,EUR,0,0,5,
741_5004_3928_3975,4,EUR,0,0,5,
741_5004_3928_6104,4,EUR,0,0,5,
741_5004_3928_6178,4,EUR,0,0,5,
741_5004_3928_6179,4,EUR,0,0,5,
741_5004_3928_6345,4,EUR,0,0,5,
741_5004_3928_6370,4,EUR,0,0,5,
741_5004_3928_6372,4,EUR,0,0,5,
741_5004_3928_7194,4,EUR,0,0,5,
741_5004_3944_3949,4,EUR,0,0,5,
741_5004_3944_3963,4,EUR,0,0,5,
741_5004_3944_3968,4,EUR,0,0,5,
741_5004_3944_3971,4,EUR,0,0,5,
741_5004_3944_3974,4,EUR,0,0,5,
741_5004_3944_3975,4,EUR,0,0,5,
741_5004_3944_6104,4,EUR,0,0,5,
741_5004_3944_6178,4,EUR,0,0,5,
741_5004_3944_6345,4,EUR,0,0,5,
741_5004_3944_6370,4,EUR,0,0,5,
741_5004_3944_6372,4,EUR,0,0,5,
741_5004_3944_7194,4,EUR,0,0,5,
741_5004_3949_3963,4,EUR,0,0,5,
741_5004_3949_3968,4,EUR,0,0,5,
741_5004_3949_3971,4,EUR,0,0,5,
741_5004_3949_3974,4,EUR,0,0,5,
741_5004_3949_3975,4,EUR,0,0,5,
741_5004_3949_6104,4,EUR,0,0,5,
741_5004_3949_6178,4,EUR,0,0,5,
741_5004_3949_6345,4,EUR,0,0,5,
741_5004_3949_6370,4,EUR,0,0,5,
741_5004_3949_6372,4,EUR,0,0,5,
741_5004_3949_7194,4,EUR,0,0,5,
741_5004_3963_3968,4,EUR,0,0,5,
741_5004_3963_3971,4,EUR,0,0,5,
741_5004_3963_3974,4,EUR,0,0,5,
741_5004_3963_3975,4,EUR,0,0,5,
741_5004_3963_6104,4,EUR,0,0,5,
741_5004_3963_6178,4,EUR,0,0,5,
741_5004_3963_6345,4,EUR,0,0,5,
741_5004_3963_6370,4,EUR,0,0,5,
741_5004_3963_6372,4,EUR,0,0,5,
741_5004_3968_3971,4,EUR,0,0,5,
741_5004_3968_3974,4,EUR,0,0,5,
741_5004_3968_3975,4,EUR,0,0,5,
741_5004_3968_6104,4,EUR,0,0,5,
741_5004_3968_6345,4,EUR,0,0,5,
741_5004_3968_6370,4,EUR,0,0,5,
741_5004_3968_6372,4,EUR,0,0,5,
741_5004_3971_3974,4,EUR,0,0,5,
741_5004_3971_3975,4,EUR,0,0,5,
741_5004_3971_6104,4,EUR,0,0,5,
741_5004_3971_6345,4,EUR,0,0,5,
741_5004_3971_6372,4,EUR,0,0,5,
741_5004_3974_3975,4,EUR,0,0,5,
741_5004_3974_6104,4,EUR,0,0,5,
741_5004_3974_6345,4,EUR,0,0,5,
741_5004_3975_6104,4,EUR,0,0,5,
741_5004_6102_3916,4,EUR,0,0,5,
741_5004_6102_3919,4,EUR,0,0,5,
741_5004_6102_3922,4,EUR,0,0,5,
741_5004_6102_3928,4,EUR,0,0,5,
741_5004_6102_3944,4,EUR,0,0,5,
741_5004_6102_3949,4,EUR,0,0,5,
741_5004_6102_3963,4,EUR,0,0,5,
741_5004_6102_3968,4,EUR,0,0,5,
741_5004_6102_3971,4,EUR,0,0,5,
741_5004_6102_3974,4,EUR,0,0,5,
741_5004_6102_3975,4,EUR,0,0,5,
741_5004_6102_6104,4,EUR,0,0,5,
741_5004_6102_6167,4,EUR,0,0,5,
741_5004_6102_6171,4,EUR,0,0,5,
741_5004_6102_6172,4,EUR,0,0,5,
741_5004_6102_6178,4,EUR,0,0,5,
741_5004_6102_6179,4,EUR,0,0,5,
741_5004_6102_6345,4,EUR,0,0,5,
741_5004_6102_6370,4,EUR,0,0,5,
741_5004_6102_6372,4,EUR,0,0,5,
741_5004_6102_7194,4,EUR,0,0,5,
741_5004_6104_3975,4,EUR,0,0,5,
741_5004_6167_3922,4,EUR,0,0,5,
741_5004_6167_3928,4,EUR,0,0,5,
741_5004_6167_3944,4,EUR,0,0,5,
741_5004_6167_3949,4,EUR,0,0,5,
741_5004_6167_3963,4,EUR,0,0,5,
741_5004_6167_3968,4,EUR,0,0,5,
741_5004_6167_3971,4,EUR,0,0,5,
741_5004_6167_3974,4,EUR,0,0,5,
741_5004_6167_3975,4,EUR,0,0,5,
741_5004_6167_6104,4,EUR,0,0,5,
741_5004_6167_6171,4,EUR,0,0,5,
741_5004_6167_6178,4,EUR,0,0,5,
741_5004_6167_6179,4,EUR,0,0,5,
741_5004_6167_6345,4,EUR,0,0,5,
741_5004_6167_6370,4,EUR,0,0,5,
741_5004_6167_6372,4,EUR,0,0,5,
741_5004_6167_7194,4,EUR,0,0,5,
741_5004_6171_3922,4,EUR,0,0,5,
741_5004_6171_3928,4,EUR,0,0,5,
741_5004_6171_3944,4,EUR,0,0,5,
741_5004_6171_3949,4,EUR,0,0,5,
741_5004_6171_3963,4,EUR,0,0,5,
741_5004_6171_3968,4,EUR,0,0,5,
741_5004_6171_3971,4,EUR,0,0,5,
741_5004_6171_3974,4,EUR,0,0,5,
741_5004_6171_3975,4,EUR,0,0,5,
741_5004_6171_6104,4,EUR,0,0,5,
741_5004_6171_6178,4,EUR,0,0,5,
741_5004_6171_6179,4,EUR,0,0,5,
741_5004_6171_6345,4,EUR,0,0,5,
741_5004_6171_6370,4,EUR,0,0,5,
741_5004_6171_6372,4,EUR,0,0,5,
741_5004_6171_7194,4,EUR,0,0,5,
741_5004_6172_3916,4,EUR,0,0,5,
741_5004_6172_3919,4,EUR,0,0,5,
741_5004_6172_3922,4,EUR,0,0,5,
741_5004_6172_3928,4,EUR,0,0,5,
741_5004_6172_3944,4,EUR,0,0,5,
741_5004_6172_3949,4,EUR,0,0,5,
741_5004_6172_3963,4,EUR,0,0,5,
741_5004_6172_3968,4,EUR,0,0,5,
741_5004_6172_3971,4,EUR,0,0,5,
741_5004_6172_3974,4,EUR,0,0,5,
741_5004_6172_3975,4,EUR,0,0,5,
741_5004_6172_6104,4,EUR,0,0,5,
741_5004_6172_6167,4,EUR,0,0,5,
741_5004_6172_6171,4,EUR,0,0,5,
741_5004_6172_6178,4,EUR,0,0,5,
741_5004_6172_6179,4,EUR,0,0,5,
741_5004_6172_6345,4,EUR,0,0,5,
741_5004_6172_6370,4,EUR,0,0,5,
741_5004_6172_6372,4,EUR,0,0,5,
741_5004_6172_7194,4,EUR,0,0,5,
741_5004_6178_3963,4,EUR,0,0,5,
741_5004_6178_3968,4,EUR,0,0,5,
741_5004_6178_3971,4,EUR,0,0,5,
741_5004_6178_3974,4,EUR,0,0,5,
741_5004_6178_3975,4,EUR,0,0,5,
741_5004_6178_6104,4,EUR,0,0,5,
741_5004_6178_6345,4,EUR,0,0,5,
741_5004_6178_6370,4,EUR,0,0,5,
741_5004_6178_6372,4,EUR,0,0,5,
741_5004_6179_3944,4,EUR,0,0,5,
741_5004_6179_3949,4,EUR,0,0,5,
741_5004_6179_3963,4,EUR,0,0,5,
741_5004_6179_3968,4,EUR,0,0,5,
741_5004_6179_3971,4,EUR,0,0,5,
741_5004_6179_3974,4,EUR,0,0,5,
741_5004_6179_3975,4,EUR,0,0,5,
741_5004_6179_6104,4,EUR,0,0,5,
741_5004_6179_6178,4,EUR,0,0,5,
741_5004_6179_6345,4,EUR,0,0,5,
741_5004_6179_6370,4,EUR,0,0,5,
741_5004_6179_6372,4,EUR,0,0,5,
741_5004_6179_7194,4,EUR,0,0,5,
741_5004_6345_3974,4,EUR,0,0,5,
741_5004_6345_3975,4,EUR,0,0,5,
741_5004_6345_6104,4,EUR,0,0,5,
741_5004_6370_3968,4,EUR,0,0,5,
741_5004_6370_3971,4,EUR,0,0,5,
741_5004_6370_3974,4,EUR,0,0,5,
741_5004_6370_3975,4,EUR,0,0,5,
741_5004_6370_6104,4,EUR,0,0,5,
741_5004_6370_6345,4,EUR,0,0,5,
741_5004_6370_6372,4,EUR,0,0,5,
741_5004_6372_3971,4,EUR,0,0,5,
741_5004_6372_3974,4,EUR,0,0,5,
741_5004_6372_3975,4,EUR,0,0,5,
741_5004_6372_6104,4,EUR,0,0,5,
741_5004_6372_6345,4,EUR,0,0,5,
741_5004_7194_3963,4,EUR,0,0,5,
741_5004_7194_3968,4,EUR,0,0,5,
741_5004_7194_3971,4,EUR,0,0,5,
741_5004_7194_3974,4,EUR,0,0,5,
741_5004_7194_3975,4,EUR,0,0,5,
741_5004_7194_6104,4,EUR,0,0,5,
741_5004_7194_6178,4,EUR,0,0,5,
741_5004_7194_6345,4,EUR,0,0,5,
741_5004_7194_6370,4,EUR,0,0,5,
741_5004_7194_6372,4,EUR,0,0,5,
741_5005_1297_1462,9,EUR,0,0,5,
741_5005_1297_1919,9,EUR,0,0,5,
741_5005_1297_5559,9,EUR,0,0,5,
741_5005_1297_5602,9,EUR,0,0,5,
741_5005_1297_5603,9,EUR,0,0,5,
741_5005_1297_5622,9,EUR,0,0,5,
741_5005_1297_5683,9,EUR,0,0,5,
741_5005_1297_5847,9,EUR,0,0,5,
741_5005_1297_5848,9,EUR,0,0,5,
741_5005_1297_5849,9,EUR,0,0,5,
741_5005_1297_5850,9,EUR,0,0,5,
741_5005_1297_5853,9,EUR,0,0,5,
741_5005_1297_5854,9,EUR,0,0,5,
741_5005_1297_5856,9,EUR,0,0,5,
741_5005_1297_5858,9,EUR,0,0,5,
741_5005_1297_5859,9,EUR,0,0,5,
741_5005_1297_5862,9,EUR,0,0,5,
741_5005_1297_5867,9,EUR,0,0,5,
741_5005_1297_5901,9,EUR,0,0,5,
741_5005_1297_6102,7,EUR,0,0,5,
741_5005_1297_6104,7,EUR,0,0,5,
741_5005_1297_6167,7,EUR,0,0,5,
741_5005_1297_6171,7,EUR,0,0,5,
741_5005_1297_6172,7,EUR,0,0,5,
741_5005_1297_6178,7,EUR,0,0,5,
741_5005_1297_6179,7,EUR,0,0,5,
741_5005_1297_6345,7,EUR,0,0,5,
741_5005_1297_6370,7,EUR,0,0,5,
741_5005_1297_6372,7,EUR,0,0,5,
741_5005_1297_6417,7,EUR,0,0,5,
741_5005_1297_6418,7,EUR,0,0,5,
741_5005_1297_6427,7,EUR,0,0,5,
741_5005_1297_6429,7,EUR,0,0,5,
741_5005_1297_6497,7,EUR,0,0,5,
741_5005_1297_6555,7,EUR,0,0,5,
741_5005_1297_6556,7,EUR,0,0,5,
741_5005_1297_6595,7,EUR,0,0,5,
741_5005_1297_6597,9,EUR,0,0,5,
741_5005_1297_6601,7,EUR,0,0,5,
741_5005_1297_6656,7,EUR,0,0,5,
741_5005_1297_6665,7,EUR,0,0,5,
741_5005_1297_7073,9,EUR,0,0,5,
741_5005_1297_7074,9,EUR,0,0,5,
