trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
12985370,11:40:00,11:40:00,6601,2,0,0
12985370,11:43:00,11:43:00,6556,3,0,0
12985370,11:48:00,11:48:00,6418,4,0,0
12985370,11:50:00,11:50:00,6429,5,0,0
12985370,11:54:00,11:54:00,6656,6,0,0
12985370,12:18:00,12:18:00,5901,7,0,0
12985370,12:22:00,12:22:00,5859,8,0,0
12985370,12:26:00,12:26:00,5853,9,0,0
12985370,12:29:00,12:29:00,5849,10,0,0
12985370,12:32:00,12:32:00,5848,11,0,0
12985370,12:39:00,12:39:00,5603,12,0,0
12985370,12:50:00,12:50:00,8010,13,0,0
12985371,13:15:00,13:15:00,7994,0,0,0
12985371,13:25:00,13:25:00,5683,1,0,0
12985371,13:27:00,13:27:00,5602,2,0,0
12985371,13:28:00,13:28:00,5847,3,0,0
12985371,13:30:00,13:30:00,5850,4,0,0
12985371,13:31:00,13:31:00,5854,5,0,0
12985371,13:35:00,13:35:00,5858,6,0,0
12985371,14:12:00,14:12:00,5867,7,0,0
12985371,14:15:00,14:15:00,6665,8,0,0
12985371,14:17:00,14:17:00,6417,9,0,0
12985371,14:20:00,14:20:00,6427,10,0,0
12985371,14:22:00,14:22:00,6555,11,0,0
12985371,14:24:00,14:24:00,6595,12,0,0
12985371,14:25:00,14:25:00,6497,13,0,0
12985372,15:30:00,15:30:00,6104,0,0,0
12985372,15:32:00,15:32:00,6597,1,0,0
12985372,15:40:00,15:40:00,6601,2,0,0
12985372,15:43:00,15:43:00,6556,3,0,0
12985372,15:48:00,15:48:00,6418,4,0,0
12985372,15:50:00,15:50:00,6429,5,0,0
12985372,15:54:00,15:54:00,6656,6,0,0
12985372,16:18:00,16:18:00,5901,7,0,0
12985372,16:22:00,16:22:00,5859,8,0,0
12985372,16:26:00,16:26:00,5853,9,0,0
12985372,16:29:00,16:29:00,5849,10,0,0
12985372,16:32:00,16:32:00,5848,11,0,0
12985372,16:39:00,16:39:00,5603,12,0,0
12985372,16:50:00,16:50:00,8010,13,0,0
12985373,06:00:00,06:00:00,6104,0,0,0
12985373,06:02:00,06:02:00,6597,1,0,0
12985373,06:10:00,06:10:00,6601,2,0,0
12985373,06:13:00,06:13:00,6556,3,0,0
12985373,06:18:00,06:18:00,6418,4,0,0
12985373,06:20:00,06:20:00,6429,5,0,0
12985373,06:24:00,06:24:00,6656,6,0,0
12985373,06:48:00,06:48:00,5901,7,0,0
12985373,06:52:00,06:52:00,5859,8,0,0
12985373,06:56:00,06:56:00,5853,9,0,0
12985373,06:59:00,06:59:00,5849,10,0,0
12985373,07:02:00,07:02:00,5848,11,0,0
12985373,07:09:00,07:09:00,5603,12,0,0
12985373,07:20:00,07:20:00,8010,13,0,0
12985374,07:30:00,07:30:00,7994,0,0,0
12985374,07:40:00,07:40:00,5683,1,0,0
12985374,07:42:00,07:42:00,5602,2,0,0
12985374,07:43:00,07:43:00,5847,3,0,0
12985374,07:45:00,07:45:00,5850,4,0,0
12985374,07:46:00,07:46:00,5854,5,0,0
12985374,07:50:00,07:50:00,5858,6,0,0
12985374,08:27:00,08:27:00,5867,7,0,0
12985374,08:30:00,08:30:00,6665,8,0,0
12985374,08:32:00,08:32:00,6417,9,0,0
12985374,08:35:00,08:35:00,6427,10,0,0
12985374,08:37:00,08:37:00,6555,11,0,0
12985374,08:39:00,08:39:00,6595,12,0,0
12985374,08:40:00,08:40:00,6497,13,0,0
12985375,09:20:00,09:20:00,6104,0,0,0
12985375,09:22:00,09:22:00,6597,1,0,0
12985375,09:30:00,09:30:00,6601,2,0,0
12985375,09:33:00,09:33:00,6556,3,0,0
12985375,09:38:00,09:38:00,6418,4,0,0
12985375,09:40:00,09:40:00,6429,5,0,0
12985375,09:44:00,09:44:00,6656,6,0,0
12985375,10:08:00,10:08:00,5901,7,0,0
12985375,10:12:00,10:12:00,5859,8,0,0
12985375,10:16:00,10:16:00,5853,9,0,0
12985375,10:19:00,10:19:00,5849,10,0,0
12985375,10:22:00,10:22:00,5848,11,0,0
12985375,10:29:00,10:29:00,5603,12,0,0
12985375,10:40:00,10:40:00,8010,13,0,0
12985376,11:30:00,11:30:00,7994,0,0,0
12985376,11:40:00,11:40:00,5683,1,0,0
12985376,11:42:00,11:42:00,5602,2,0,0
12985376,11:43:00,11:43:00,5847,3,0,0
12985376,11:45:00,11:45:00,5850,4,0,0
12985376,11:46:00,11:46:00,5854,5,0,0
12985376,11:50:00,11:50:00,5858,6,0,0
12985376,12:27:00,12:27:00,5867,7,0,0
12985376,12:30:00,12:30:00,6665,8,0,0
12985376,12:32:00,12:32:00,6417,9,0,0
12985376,12:35:00,12:35:00,6427,10,0,0
12985376,12:37:00,12:37:00,6555,11,0,0
12985376,12:39:00,12:39:00,6595,12,0,0
12985376,12:40:00,12:40:00,6497,13,0,0
12985377,13:15:00,13:15:00,6104,0,0,0
12985377,13:17:00,13:17:00,6597,1,0,0
12985377,13:25:00,13:25:00,6601,2,0,0
12985377,13:28:00,13:28:00,6556,3,0,0
12985377,13:33:00,13:33:00,6418,4,0,0
12985377,13:35:00,13:35:00,6429,5,0,0
12985377,13:39:00,13:39:00,6656,6,0,0
12985377,14:03:00,14:03:00,5901,7,0,0
12985377,14:07:00,14:07:00,5859,8,0,0
12985377,14:11:00,14:11:00,5853,9,0,0
12985377,14:14:00,14:14:00,5849,10,0,0
12985377,14:17:00,14:17:00,5848,11,0,0
12985377,14:24:00,14:24:00,5603,12,0,0
12985377,14:35:00,14:35:00,8010,13,0,0
12985378,15:00:00,15:00:00,7994,0,0,0
12985378,15:10:00,15:10:00,5683,1,0,0
12985378,15:12:00,15:12:00,5602,2,0,0
12985378,15:13:00,15:13:00,5847,3,0,0
12985378,15:15:00,15:15:00,5850,4,0,0
12985378,15:16:00,15:16:00,5854,5,0,0
12985378,15:20:00,15:20:00,5858,6,0,0
12985378,15:57:00,15:57:00,5867,7,0,0
12985378,16:00:00,16:00:00,6665,8,0,0
12985378,16:02:00,16:02:00,6417,9,0,0
12985378,16:05:00,16:05:00,6427,10,0,0
12985378,16:07:00,16:07:00,6555,11,0,0
12985378,16:09:00,16:09:00,6595,12,0,0
12985378,16:10:00,16:10:00,6497,13,0,0
12985379,06:30:00,06:30:00,6104,0,0,0
12985379,06:31:00,06:31:00,6102,1,0,0
12985379,06:32:00,06:32:00,6172,2,0,0
12985379,06:34:00,06:34:00,6367,3,0,0
12985379,06:36:00,06:36:00,6869,4,0,0
12985379,06:38:00,06:38:00,6284,5,0,0
12985379,06:40:00,06:40:00,6280,6,0,0
12985379,07:16:00,07:16:00,7973,7,0,0
12985379,07:24:00,07:24:00,339,8,0,0
12985379,07:25:00,07:25:00,337,9,0,0
12985379,07:29:00,07:29:00,333,10,0,0
12985379,07:33:00,07:33:00,326,11,0,0
12985379,07:36:00,07:36:00,324,12,0,0
12985379,07:40:00,07:40:00,1,13,0,0
12985380,08:00:00,08:00:00,1,0,0,0
12985380,08:02:00,08:02:00,323,1,0,0
12985380,08:04:00,08:04:00,325,2,0,0
12985380,08:07:00,08:07:00,332,3,0,0
12985380,08:10:00,08:10:00,338,4,0,0
12985380,08:13:00,08:13:00,340,5,0,0
12985380,08:15:00,08:15:00,7973,6,0,0
12985380,08:40:00,08:40:00,6279,7,0,0
12985380,08:45:00,08:45:00,6285,8,0,0
12985380,08:47:00,08:47:00,6286,9,0,0
12985380,08:49:00,08:49:00,6393,10,0,0
12985380,08:53:00,08:53:00,6372,11,0,0
12985380,08:55:00,08:55:00,6345,12,0,0
12985380,09:00:00,09:00:00,6104,13,0,0
12985381,09:30:00,09:30:00,6104,0,0,0
12985381,09:31:00,09:31:00,6102,1,0,0
12985381,09:32:00,09:32:00,6172,2,0,0
12985381,09:34:00,09:34:00,6367,3,0,0
12985381,09:36:00,09:36:00,6869,4,0,0
12985381,09:38:00,09:38:00,6284,5,0,0
12985381,09:40:00,09:40:00,6280,6,0,0
12985381,10:16:00,10:16:00,7973,7,0,0
12985381,10:24:00,10:24:00,339,8,0,0
12985381,10:25:00,10:25:00,337,9,0,0
12985381,10:29:00,10:29:00,333,10,0,0
12985381,10:33:00,10:33:00,326,11,0,0
12985381,10:36:00,10:36:00,324,12,0,0
12985381,10:45:00,10:45:00,1,13,0,0
12985382,11:30:00,11:30:00,1,0,0,0
12985382,11:32:00,11:32:00,323,1,0,0
12985382,11:34:00,11:34:00,325,2,0,0
12985382,11:37:00,11:37:00,332,3,0,0
12985382,11:40:00,11:40:00,338,4,0,0
12985382,11:43:00,11:43:00,340,5,0,0
12985382,11:45:00,11:45:00,7973,6,0,0
12985382,12:10:00,12:10:00,6279,7,0,0
12985382,12:15:00,12:15:00,6285,8,0,0
12985382,12:17:00,12:17:00,6286,9,0,0
12985382,12:19:00,12:19:00,6393,10,0,0
12985382,12:23:00,12:23:00,6372,11,0,0
12985382,12:25:00,12:25:00,6345,12,0,0
12985382,12:30:00,12:30:00,6104,13,0,0
12985383,13:00:00,13:00:00,6104,0,0,0
12985383,13:04:00,13:04:00,6102,1,0,0
12985383,13:08:00,13:08:00,6172,2,0,0
12985383,13:12:00,13:12:00,6367,3,0,0
12985383,13:15:00,13:15:00,6869,4,0,0
12985383,13:18:00,13:18:00,6284,5,0,0
12985383,13:20:00,13:20:00,6280,6,0,0
12985383,13:30:00,13:30:00,7060,7,0,0
12985383,13:45:00,13:45:00,7973,8,0,0
12985383,13:50:00,13:50:00,339,9,0,0
12985383,13:52:00,13:52:00,337,10,0,0
12985383,13:54:00,13:54:00,333,11,0,0
12985383,13:55:00,13:55:00,326,12,0,0
12985383,13:57:00,13:57:00,324,13,0,0
12985383,14:00:00,14:00:00,1,14,0,0
12985384,15:00:00,15:00:00,1,0,0,0
12985384,15:02:00,15:02:00,323,1,0,0
12985384,15:04:00,15:04:00,325,2,0,0
12985384,15:06:00,15:06:00,332,3,0,0
12985384,15:09:00,15:09:00,338,4,0,0
12985384,15:11:00,15:11:00,340,5,0,0
12985384,15:15:00,15:15:00,7973,6,0,0
12985384,15:29:00,15:29:00,7060,7,0,0
12985384,15:43:00,15:43:00,6279,8,0,0
12985384,15:46:00,15:46:00,6285,9,0,0
12985384,15:48:00,15:48:00,6286,10,0,0
12985384,15:50:00,15:50:00,6393,11,0,0
12985384,15:55:00,15:55:00,6372,12,0,0
12985384,15:57:00,15:57:00,6345,13,0,0
12985384,16:00:00,16:00:00,6104,14,0,0
12985385,06:30:00,06:30:00,7994,0,0,0
12985385,06:38:00,06:38:00,5683,1,0,0
12985385,06:40:00,06:40:00,5602,2,0,0
12985385,06:41:00,06:41:00,5847,3,0,0
12985385,06:42:00,06:42:00,5850,4,0,0
12985385,06:43:00,06:43:00,5854,5,0,0
12985385,06:46:00,06:46:00,5858,6,0,0
12985385,07:35:00,07:35:00,5867,7,0,0
12985385,07:52:00,07:52:00,7060,8,0,0
12985385,08:00:00,08:00:00,7973,9,0,0
12985385,08:01:00,08:01:00,339,10,0,0
12985385,08:07:00,08:07:00,337,11,0,0
12985385,08:10:00,08:10:00,333,12,0,0
12985385,08:13:00,08:13:00,326,13,0,0
12985385,08:15:00,08:15:00,324,14,0,0
12985386,08:30:00,08:30:00,1,0,0,0
12985386,08:32:00,08:32:00,323,1,0,0
12985386,08:35:00,08:35:00,325,2,0,0
12985386,08:37:00,08:37:00,332,3,0,0
12985386,08:40:00,08:40:00,338,4,0,0
12985386,08:43:00,08:43:00,340,5,0,0
12985386,08:45:00,08:45:00,7973,6,0,0
12985386,09:00:00,09:00:00,7060,7,0,0
12985386,09:39:00,09:39:00,5901,8,0,0
12985386,09:42:00,09:42:00,5859,9,0,0
12985386,09:45:00,09:45:00,5853,10,0,0
12985386,09:48:00,09:48:00,5849,11,0,0
12985386,09:49:00,09:49:00,5848,12,0,0
12985386,09:55:00,09:55:00,5603,13,0,0
12985386,10:05:00,10:05:00,8010,14,0,0
12985387,11:30:00,11:30:00,7994,0,0,0
12985387,11:38:00,11:38:00,5683,1,0,0
12985387,11:39:00,11:39:00,5602,2,0,0
12985387,11:40:00,11:40:00,5847,3,0,0
12985387,11:41:00,11:41:00,5850,4,0,0
12985387,11:43:00,11:43:00,5854,5,0,0
12985387,11:45:00,11:45:00,5858,6,0,0
12985387,13:00:00,13:00:00,5867,7,0,0
12985387,13:05:00,13:05:00,7973,8,0,0
12985387,13:06:00,13:06:00,339,9,0,0
12985387,13:07:00,13:07:00,337,10,0,0
12985387,13:08:00,13:08:00,333,11,0,0
12985387,13:09:00,13:09:00,326,12,0,0
12985387,13:10:00,13:10:00,324,13,0,0
12985388,14:00:00,14:00:00,1,0,0,0
12985388,14:02:00,14:02:00,323,1,0,0
12985388,14:05:00,14:05:00,325,2,0,0
12985388,14:07:00,14:07:00,332,3,0,0
12985388,14:10:00,14:10:00,338,4,0,0
12985388,14:13:00,14:13:00,340,5,0,0
12985388,14:15:00,14:15:00,7973,6,0,0
12985388,14:30:00,14:30:00,7060,7,0,0
12985388,15:09:00,15:09:00,5901,8,0,0
12985388,15:12:00,15:12:00,5859,9,0,0
12985388,15:15:00,15:15:00,5853,10,0,0
12985388,15:18:00,15:18:00,5849,11,0,0
12985388,15:19:00,15:19:00,5848,12,0,0
12985388,15:25:00,15:25:00,5603,13,0,0
12985388,15:35:00,15:35:00,8010,14,0,0
12985389,07:00:00,07:00:00,1,0,0,0
12985389,07:01:00,07:01:00,323,1,0,0
12985389,07:03:00,07:03:00,325,2,0,0
12985389,07:05:00,07:05:00,332,3,0,0
12985389,07:07:00,07:07:00,338,4,0,0
12985389,07:09:00,07:09:00,340,5,0,0
12985389,07:11:00,07:11:00,7973,6,0,0
12985389,08:56:00,08:56:00,7090,7,0,0
12985389,08:57:00,08:57:00,7078,8,0,0
12985389,08:57:00,08:57:00,1352,9,0,0
12985389,08:58:00,08:58:00,1910,10,0,0
12985389,09:00:00,09:00:00,1297,11,0,0
12985390,09:30:00,09:30:00,1297,0,0,0
12985390,09:30:00,09:30:00,1975,1,0,0
12985390,09:31:00,09:31:00,1303,2,0,0
12985390,09:31:00,09:31:00,7073,3,0,0
12985390,09:32:00,09:32:00,7074,4,0,0
12985390,11:24:00,11:24:00,7973,5,0,0
12985390,11:26:00,11:26:00,339,6,0,0
12985390,11:27:00,11:27:00,337,7,0,0
12985390,11:28:00,11:28:00,333,8,0,0
12985390,11:29:00,11:29:00,326,9,0,0
12985390,11:29:00,11:29:00,324,10,0,0
12985390,11:30:00,11:30:00,1,11,0,0
12985391,14:00:00,14:00:00,1,0,0,0
12985391,14:01:00,14:01:00,323,1,0,0
12985391,14:03:00,14:03:00,325,2,0,0
12985391,14:05:00,14:05:00,332,3,0,0
12985391,14:07:00,14:07:00,338,4,0,0
12985391,14:09:00,14:09:00,340,5,0,0
12985391,14:11:00,14:11:00,7973,6,0,0
12985391,15:56:00,15:56:00,7090,7,0,0
12985391,15:57:00,15:57:00,7078,8,0,0
12985391,15:57:00,15:57:00,1352,9,0,0
12985391,15:58:00,15:58:00,1910,10,0,0
12985391,16:00:00,16:00:00,1297,11,0,0
12985392,17:00:00,17:00:00,1297,0,0,0
12985392,17:00:00,17:00:00,1975,1,0,0
12985392,17:01:00,17:01:00,1303,2,0,0
12985392,17:01:00,17:01:00,7073,3,0,0
12985392,17:02:00,17:02:00,7074,4,0,0
12985392,18:54:00,18:54:00,7973,5,0,0
12985392,18:56:00,18:56:00,339,6,0,0
12985392,18:57:00,18:57:00,337,7,0,0
12985392,18:58:00,18:58:00,333,8,0,0
12985392,18:59:00,18:59:00,326,9,0,0
12985392,18:59:00,18:59:00,324,10,0,0
12985392,19:00:00,19:00:00,1,11,0,0
12985393,07:00:00,07:00:00,1,0,0,0
12985393,07:01:00,07:01:00,323,1,0,0
12985393,07:03:00,07:03:00,325,2,0,0
12985393,07:05:00,07:05:00,332,3,0,0
12985393,07:11:00,07:11:00,338,4,0,0
12985393,07:15:00,07:15:00,340,5,0,0
12985393,07:17:00,07:17:00,7973,6,0,0
12985393,07:48:00,07:48:00,7194,7,0,0
12985393,08:04:00,08:04:00,3949,8,0,0
12985393,08:17:00,08:17:00,3963,9,0,0
12985393,08:24:00,08:24:00,3968,10,0,0
12985393,08:28:00,08:28:00,3971,11,0,0
12985393,08:31:00,08:31:00,3974,12,0,0
12985393,08:35:00,08:35:00,3975,13,0,0
12985393,08:45:00,08:45:00,3906,14,0,0
12985394,09:00:00,09:00:00,3906,0,0,0
12985394,09:08:00,09:08:00,3913,1,0,0
12985394,09:13:00,09:13:00,3916,2,0,0
12985394,09:15:00,09:15:00,3919,3,0,0
12985394,09:19:00,09:19:00,3922,4,0,0
12985394,09:26:00,09:26:00,3928,5,0,0
12985394,09:39:00,09:39:00,3944,6,0,0
12985394,09:56:00,09:56:00,7194,7,0,0
12985394,10:26:00,10:26:00,7973,8,0,0
12985394,10:33:00,10:33:00,339,9,0,0
12985394,10:34:00,10:34:00,337,10,0,0
12985394,10:37:00,10:37:00,333,11,0,0
12985394,10:40:00,10:40:00,326,12,0,0
12985394,10:43:00,10:43:00,324,13,0,0
12985394,10:50:00,10:50:00,1,14,0,0
12985395,11:00:00,11:00:00,1,0,0,0
12985395,11:01:00,11:01:00,323,1,0,0
12985395,11:03:00,11:03:00,325,2,0,0
12985395,11:05:00,11:05:00,332,3,0,0
12985395,11:11:00,11:11:00,338,4,0,0
12985395,11:15:00,11:15:00,340,5,0,0
12985395,11:17:00,11:17:00,7973,6,0,0
12985395,11:48:00,11:48:00,7194,7,0,0
12985395,12:04:00,12:04:00,3949,8,0,0
12985395,12:17:00,12:17:00,3963,9,0,0
12985395,12:24:00,12:24:00,3968,10,0,0
12985395,12:28:00,12:28:00,3971,11,0,0
12985395,12:31:00,12:31:00,3974,12,0,0
12985395,12:35:00,12:35:00,3975,13,0,0
12985395,12:45:00,12:45:00,3906,14,0,0
12985396,13:30:00,13:30:00,3906,0,0,0
12985396,13:40:00,13:40:00,3913,1,0,0
12985396,13:42:00,13:42:00,3916,2,0,0
12985396,13:48:00,13:48:00,3919,3,0,0
12985396,13:51:00,13:51:00,3922,4,0,0
12985396,13:58:00,13:58:00,3928,5,0,0
12985396,14:12:00,14:12:00,3944,6,0,0
12985396,14:29:00,14:29:00,7194,7,0,0
12985396,14:50:00,14:50:00,7060,8,0,0
12985396,15:07:00,15:07:00,7973,9,0,0
12985396,15:12:00,15:12:00,339,10,0,0
12985396,15:13:00,15:13:00,337,11,0,0
12985396,15:21:00,15:21:00,333,12,0,0
12985396,15:24:00,15:24:00,326,13,0,0
12985396,15:26:00,15:26:00,324,14,0,0
12985396,15:30:00,15:30:00,1,15,0,0
12985397,07:00:00,07:00:00,3906,0,0,0
12985397,07:08:00,07:08:00,3913,1,0,0
12985397,07:13:00,07:13:00,3916,2,0,0
12985397,07:15:00,07:15:00,3919,3,0,0
12985397,07:19:00,07:19:00,3922,4,0,0
12985397,07:26:00,07:26:00,3928,5,0,0
12985397,07:39:00,07:39:00,3944,6,0,0
12985397,07:56:00,07:56:00,7194,7,0,0
12985397,08:26:00,08:26:00,7973,8,0,0
12985397,08:33:00,08:33:00,339,9,0,0
12985397,08:34:00,08:34:00,337,10,0,0
12985397,08:37:00,08:37:00,333,11,0,0
12985397,08:40:00,08:40:00,326,12,0,0
12985397,08:43:00,08:43:00,324,13,0,0
12985397,08:50:00,08:50:00,1,14,0,0
12985398,09:00:00,09:00:00,1,0,0,0
12985398,09:01:00,09:01:00,323,1,0,0
12985398,09:03:00,09:03:00,325,2,0,0
12985398,09:05:00,09:05:00,332,3,0,0
12985398,09:11:00,09:11:00,338,4,0,0
12985398,09:15:00,09:15:00,340,5,0,0
12985398,09:17:00,09:17:00,7973,6,0,0
12985398,09:48:00,09:48:00,7194,7,0,0
12985398,10:04:00,10:04:00,3949,8,0,0
12985398,10:17:00,10:17:00,3963,9,0,0
12985398,10:24:00,10:24:00,3968,10,0,0
12985398,10:28:00,10:28:00,3971,11,0,0
12985398,10:31:00,10:31:00,3974,12,0,0
12985398,10:35:00,10:35:00,3975,13,0,0
12985398,10:45:00,10:45:00,3906,14,0,0
12985399,11:30:00,11:30:00,3906,0,0,0
12985399,11:38:00,11:38:00,3913,1,0,0
12985399,11:43:00,11:43:00,3916,2,0,0
12985399,11:45:00,11:45:00,3919,3,0,0
12985399,11:49:00,11:49:00,3922,4,0,0
12985399,11:56:00,11:56:00,3928,5,0,0
12985399,12:09:00,12:09:00,3944,6,0,0
12985399,12:26:00,12:26:00,7194,7,0,0
12985399,12:56:00,12:56:00,7973,8,0,0
12985399,13:03:00,13:03:00,339,9,0,0
12985399,13:04:00,13:04:00,337,10,0,0
12985399,13:07:00,13:07:00,333,11,0,0
12985399,13:10:00,13:10:00,326,12,0,0
12985399,13:13:00,13:13:00,324,13,0,0
12985399,13:20:00,13:20:00,1,14,0,0
12985400,14:30:00,14:30:00,1,0,0,0
12985400,14:31:00,14:31:00,323,1,0,0
12985400,14:31:00,14:31:00,325,2,0,0
12985400,14:32:00,14:32:00,332,3,0,0
12985400,14:34:00,14:34:00,338,4,0,0
12985400,14:35:00,14:35:00,340,5,0,0
12985400,14:37:00,14:37:00,7973,6,0,0
12985400,14:59:00,14:59:00,7060,7,0,0
12985400,15:34:00,15:34:00,7194,8,0,0
12985400,16:03:00,16:03:00,3949,9,0,0
12985400,16:12:00,16:12:00,3963,10,0,0
12985400,16:15:00,16:15:00,3968,11,0,0
12985400,16:17:00,16:17:00,3971,12,0,0
12985400,16:18:00,16:18:00,3974,13,0,0
12985400,16:19:00,16:19:00,3975,14,0,0
12985400,16:25:00,16:25:00,3906,15,0,0
12985401,07:00:00,07:00:00,7994,0,0,0
12985401,07:08:00,07:08:00,5683,1,0,0
12985401,07:10:00,07:10:00,5602,2,0,0
12985401,07:11:00,07:11:00,5847,3,0,0
12985401,07:12:00,07:12:00,5850,4,0,0
12985401,07:13:00,07:13:00,5854,5,0,0
12985401,07:16:00,07:16:00,5858,6,0,0
12985401,08:05:00,08:05:00,5867,7,0,0
12985401,08:22:00,08:22:00,7060,8,0,0
12985401,08:30:00,08:30:00,7973,9,0,0
12985401,08:31:00,08:31:00,339,10,0,0
12985401,08:37:00,08:37:00,337,11,0,0
12985401,08:40:00,08:40:00,333,12,0,0
12985401,08:43:00,08:43:00,326,13,0,0
12985401,08:45:00,08:45:00,324,14,0,0
12985402,09:30:00,09:30:00,1,0,0,0
12985402,09:32:00,09:32:00,323,1,0,0
12985402,09:34:00,09:34:00,325,2,0,0
12985402,09:38:00,09:38:00,332,3,0,0
12985402,09:41:00,09:41:00,338,4,0,0
12985402,09:43:00,09:43:00,340,5,0,0
12985402,09:45:00,09:45:00,7973,6,0,0
12985402,10:35:00,10:35:00,5901,7,0,0
12985402,10:38:00,10:38:00,5859,8,0,0
12985402,10:41:00,10:41:00,5853,9,0,0
12985402,10:44:00,10:44:00,5849,10,0,0
12985402,10:45:00,10:45:00,5848,11,0,0
12985402,10:51:00,10:51:00,5603,12,0,0
12985402,11:15:00,11:15:00,8010,13,0,0
12985403,13:00:00,13:00:00,7994,0,0,0
12985403,13:08:00,13:08:00,5683,1,0,0
12985403,13:09:00,13:09:00,5602,2,0,0
12985403,13:10:00,13:10:00,5847,3,0,0
12985403,13:11:00,13:11:00,5850,4,0,0
12985403,13:13:00,13:13:00,5854,5,0,0
12985403,13:15:00,13:15:00,5858,6,0,0
12985403,14:30:00,14:30:00,5867,7,0,0
12985403,14:35:00,14:35:00,7973,8,0,0
12985403,14:36:00,14:36:00,339,9,0,0
12985403,14:37:00,14:37:00,337,10,0,0
12985403,14:38:00,14:38:00,333,11,0,0
12985403,14:39:00,14:39:00,326,12,0,0
12985403,14:40:00,14:40:00,324,13,0,0
12985404,15:30:00,15:30:00,1,0,0,0
12985404,15:32:00,15:32:00,323,1,0,0
12985404,15:34:00,15:34:00,325,2,0,0
12985404,15:38:00,15:38:00,332,3,0,0
12985404,15:41:00,15:41:00,338,4,0,0
12985404,15:43:00,15:43:00,340,5,0,0
12985404,15:45:00,15:45:00,7973,6,0,0
12985404,16:35:00,16:35:00,5901,7,0,0
12985404,16:38:00,16:38:00,5859,8,0,0
12985404,16:41:00,16:41:00,5853,9,0,0
12985404,16:44:00,16:44:00,5849,10,0,0
12985404,16:45:00,16:45:00,5848,11,0,0
12985404,16:51:00,16:51:00,5603,12,0,0
12985404,16:58:00,16:58:00,8010,13,0,0
12985405,07:30:00,07:30:00,3906,0,0,0
12985405,07:34:00,07:34:00,3913,1,0,0
12985405,07:35:00,07:35:00,3916,2,0,0
12985405,07:37:00,07:37:00,3919,3,0,0
12985405,07:39:00,07:39:00,3922,4,0,0
12985405,07:41:00,07:41:00,3928,5,0,0
12985405,07:50:00,07:50:00,3944,6,0,0
12985405,08:19:00,08:19:00,7194,7,0,0
12985405,08:53:00,08:53:00,6178,8,0,0
12985405,08:55:00,08:55:00,6370,9,0,0
12985405,08:58:00,08:58:00,6372,10,0,0
12985405,08:58:00,08:58:00,6345,11,0,0
12985405,09:00:00,09:00:00,6104,12,0,0
12985406,09:30:00,09:30:00,6104,0,0,0
12985406,09:31:00,09:31:00,6102,1,0,0
12985406,09:32:00,09:32:00,6172,2,0,0
12985406,09:33:00,09:33:00,6167,3,0,0
12985406,09:34:00,09:34:00,6171,4,0,0
12985406,09:37:00,09:37:00,6179,5,0,0
12985406,10:10:00,10:10:00,7194,6,0,0
12985406,10:38:00,10:38:00,3949,7,0,0
12985406,10:47:00,10:47:00,3963,8,0,0
